jogo,data,fase,equipe1,equipe2,placar_real,selecao,adversario,xg_pro,xg_contra,posse_pct,finalizacoes,finalizacoes_contra,finalizacoes_alvo,finalizacoes_alvo_contra,grandes_chances,grandes_chances_contra,toques_area,toques_area_contra,entradas_terco_final,entradas_terco_final_contra,passes_certos,passes_total,cruzamentos_certos,cruzamentos_total,duelos_aereos_ganhos,duelos_aereos_total,recuperacoes,clearances,interceptacoes,erros_gol,jogador_destaque,rating_sofascore,tipo_desempenho,detalhe_pesquisado,fonte,escopo_dado,gp,gf,ga,xg_total,gols_acima_xg,indice_desempenho_geral,impacto_modelo
45,2026-06-23,Fase de grupos,Inglaterra,Gana,0-0,Gana,Inglaterra,NA,NA,21.1,2.0,19.0,1.0,3.0,NA,NA,NA,NA,NA,NA,127.0,172.0,0.0,5.0,NA,NA,NA,39.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Gana 0-0 Inglaterra; posse 21.1%, finalizações 2.0 (1.0 no alvo), escanteios 2.0, faltas 24.0.",ESPN public API event 760458 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1456
46,2026-06-23,Fase de grupos,Panamá,Croácia,0-1,Panamá,Croácia,NA,NA,42.0,8.0,6.0,1.0,2.0,NA,NA,NA,NA,NA,NA,277.0,352.0,6.0,31.0,NA,NA,NA,29.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Panamá 0-1 Croácia; posse 42.0%, finalizações 8.0 (1.0 no alvo), escanteios 7.0, faltas 19.0.",ESPN public API event 760460 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.272
46,2026-06-23,Fase de grupos,Panamá,Croácia,0-1,Croácia,Panamá,NA,NA,58.0,6.0,8.0,2.0,1.0,NA,NA,NA,NA,NA,NA,432.0,512.0,5.0,18.0,NA,NA,NA,38.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Croácia 1-0 Panamá; posse 58.0%, finalizações 6.0 (2.0 no alvo), escanteios 2.0, faltas 12.0.",ESPN public API event 760460 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.422
48,2026-06-23,Fase de grupos,Colômbia,RD Congo,1-0,Colômbia,RD Congo,NA,NA,63.5,20.0,7.0,9.0,1.0,NA,NA,NA,NA,NA,NA,473.0,541.0,3.0,12.0,NA,NA,NA,18.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Colômbia 1-0 RD Congo; posse 63.5%, finalizações 20.0 (9.0 no alvo), escanteios 5.0, faltas 12.0.",ESPN public API event 760459 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.724
48,2026-06-23,Fase de grupos,Colômbia,RD Congo,1-0,RD Congo,Colômbia,NA,NA,36.5,7.0,20.0,1.0,9.0,NA,NA,NA,NA,NA,NA,226.0,299.0,4.0,14.0,NA,NA,NA,19.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: RD Congo 0-1 Colômbia; posse 36.5%, finalizações 7.0 (1.0 no alvo), escanteios 4.0, faltas 16.0.",ESPN public API event 760459 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.574
52,2026-06-24,Fase de grupos,Bósnia e Herzegovina,Catar,3-1,Bósnia e Herzegovina,Catar,NA,NA,54.4,14.0,9.0,5.0,3.0,NA,NA,NA,NA,NA,NA,452.0,515.0,3.0,22.0,NA,NA,NA,22.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Bósnia e Herzegovina 3-1 Catar; posse 54.4%, finalizações 14.0 (5.0 no alvo), escanteios 5.0, faltas 9.0.",ESPN public API event 760462 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4476
52,2026-06-24,Fase de grupos,Bósnia e Herzegovina,Catar,3-1,Catar,Bósnia e Herzegovina,NA,NA,45.6,9.0,14.0,3.0,5.0,NA,NA,NA,NA,NA,NA,371.0,434.0,5.0,17.0,NA,NA,NA,24.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Catar 1-3 Bósnia e Herzegovina; posse 45.6%, finalizações 9.0 (3.0 no alvo), escanteios 5.0, faltas 14.0.",ESPN public API event 760462 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2976
51,2026-06-24,Fase de grupos,Suíça,Canadá,2-1,Suíça,Canadá,NA,NA,55.3,6.0,13.0,4.0,7.0,NA,NA,NA,NA,NA,NA,369.0,443.0,1.0,6.0,NA,NA,NA,44.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Suíça 2-1 Canadá; posse 55.3%, finalizações 6.0 (4.0 no alvo), escanteios 2.0, faltas 19.0.",ESPN public API event 760463 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2512
51,2026-06-24,Fase de grupos,Suíça,Canadá,2-1,Canadá,Suíça,NA,NA,44.7,13.0,6.0,7.0,4.0,NA,NA,NA,NA,NA,NA,271.0,339.0,6.0,26.0,NA,NA,NA,19.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Canadá 1-2 Suíça; posse 44.7%, finalizações 13.0 (7.0 no alvo), escanteios 7.0, faltas 13.0.",ESPN public API event 760463 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1012
50,2026-06-24,Fase de grupos,Marrocos,Haiti,4-2,Marrocos,Haiti,NA,NA,69.1,22.0,9.0,11.0,2.0,NA,NA,NA,NA,NA,NA,477.0,541.0,7.0,22.0,NA,NA,NA,14.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Marrocos 4-2 Haiti; posse 69.1%, finalizações 22.0 (11.0 no alvo), escanteios 9.0, faltas 10.0.",ESPN public API event 760464 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.7864
50,2026-06-24,Fase de grupos,Marrocos,Haiti,4-2,Haiti,Marrocos,NA,NA,30.9,9.0,22.0,2.0,11.0,NA,NA,NA,NA,NA,NA,198.0,247.0,2.0,3.0,NA,NA,NA,26.0,16.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Haiti 2-4 Marrocos; posse 30.9%, finalizações 9.0 (2.0 no alvo), escanteios 1.0, faltas 18.0.",ESPN public API event 760464 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.6364
49,2026-06-24,Fase de grupos,Escócia,Brasil,0-3,Escócia,Brasil,NA,NA,46.0,14.0,21.0,5.0,9.0,NA,NA,NA,NA,NA,NA,450.0,500.0,9.0,23.0,NA,NA,NA,13.0,2.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Escócia 0-3 Brasil; posse 46.0%, finalizações 14.0 (5.0 no alvo), escanteios 7.0, faltas 10.0.",ESPN public API event 760465 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.376
49,2026-06-24,Fase de grupos,Escócia,Brasil,0-3,Brasil,Escócia,NA,NA,54.0,21.0,14.0,9.0,5.0,NA,NA,NA,NA,NA,NA,564.0,605.0,2.0,12.0,NA,NA,NA,24.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Brasil 3-0 Escócia; posse 54.0%, finalizações 21.0 (9.0 no alvo), escanteios 7.0, faltas 11.0.",ESPN public API event 760465 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.526
53,2026-06-24,Fase de grupos,Tchéquia,México,0-3,Tchéquia,México,NA,NA,51.9,13.0,11.0,1.0,5.0,NA,NA,NA,NA,NA,NA,333.0,398.0,5.0,26.0,NA,NA,NA,20.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Tchéquia 0-3 México; posse 51.9%, finalizações 13.0 (1.0 no alvo), escanteios 5.0, faltas 9.0.",ESPN public API event 760467 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3524
53,2026-06-24,Fase de grupos,Tchéquia,México,0-3,México,Tchéquia,NA,NA,48.1,11.0,13.0,5.0,1.0,NA,NA,NA,NA,NA,NA,330.0,386.0,1.0,12.0,NA,NA,NA,30.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: México 3-0 Tchéquia; posse 48.1%, finalizações 11.0 (5.0 no alvo), escanteios 1.0, faltas 13.0.",ESPN public API event 760467 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5024
54,2026-06-24,Fase de grupos,África do Sul,Coreia do Sul,1-0,África do Sul,Coreia do Sul,NA,NA,31.6,13.0,8.0,4.0,3.0,NA,NA,NA,NA,NA,NA,277.0,340.0,1.0,8.0,NA,NA,NA,40.0,15.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: África do Sul 1-0 Coreia do Sul; posse 31.6%, finalizações 13.0 (4.0 no alvo), escanteios 4.0, faltas 7.0.",ESPN public API event 760466 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3164
54,2026-06-24,Fase de grupos,África do Sul,Coreia do Sul,1-0,Coreia do Sul,África do Sul,NA,NA,68.4,8.0,13.0,3.0,4.0,NA,NA,NA,NA,NA,NA,641.0,719.0,7.0,34.0,NA,NA,NA,16.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Coreia do Sul 0-1 África do Sul; posse 68.4%, finalizações 8.0 (3.0 no alvo), escanteios 6.0, faltas 9.0.",ESPN public API event 760466 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1664
55,2026-06-25,Fase de grupos,Curaçao,Costa do Marfim,0-2,Curaçao,Costa do Marfim,NA,NA,36.7,11.0,7.0,2.0,3.0,NA,NA,NA,NA,NA,NA,295.0,355.0,5.0,15.0,NA,NA,NA,17.0,15.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Curaçao 0-2 Costa do Marfim; posse 36.7%, finalizações 11.0 (2.0 no alvo), escanteios 4.0, faltas 11.0.",ESPN public API event 760473 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2932
55,2026-06-25,Fase de grupos,Curaçao,Costa do Marfim,0-2,Costa do Marfim,Curaçao,NA,NA,63.3,7.0,11.0,3.0,2.0,NA,NA,NA,NA,NA,NA,558.0,624.0,3.0,16.0,NA,NA,NA,19.0,12.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Costa do Marfim 2-0 Curaçao; posse 63.3%, finalizações 7.0 (3.0 no alvo), escanteios 6.0, faltas 6.0.",ESPN public API event 760473 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4432
56,2026-06-25,Fase de grupos,Equador,Alemanha,2-1,Equador,Alemanha,NA,NA,38.9,7.0,11.0,3.0,3.0,NA,NA,NA,NA,NA,NA,312.0,378.0,3.0,13.0,NA,NA,NA,30.0,12.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Equador 2-1 Alemanha; posse 38.9%, finalizações 7.0 (3.0 no alvo), escanteios 3.0, faltas 15.0.",ESPN public API event 760468 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.3056
56,2026-06-25,Fase de grupos,Equador,Alemanha,2-1,Alemanha,Equador,NA,NA,61.1,11.0,7.0,3.0,3.0,NA,NA,NA,NA,NA,NA,517.0,592.0,5.0,16.0,NA,NA,NA,15.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Alemanha 1-2 Equador; posse 61.1%, finalizações 11.0 (3.0 no alvo), escanteios 2.0, faltas 10.0.",ESPN public API event 760468 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.1556
57,2026-06-25,Fase de grupos,Japão,Suécia,1-1,Japão,Suécia,NA,NA,52.3,8.0,11.0,3.0,5.0,NA,NA,NA,NA,NA,NA,378.0,445.0,4.0,13.0,NA,NA,NA,40.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Japão 1-1 Suécia; posse 52.3%, finalizações 8.0 (3.0 no alvo), escanteios 2.0, faltas 20.0.",ESPN public API event 760471 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.0208
57,2026-06-25,Fase de grupos,Japão,Suécia,1-1,Suécia,Japão,NA,NA,47.7,11.0,8.0,5.0,3.0,NA,NA,NA,NA,NA,NA,312.0,395.0,4.0,16.0,NA,NA,NA,21.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Suécia 1-1 Japão; posse 47.7%, finalizações 11.0 (5.0 no alvo), escanteios 8.0, faltas 11.0.",ESPN public API event 760471 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.1208
58,2026-06-25,Fase de grupos,Tunísia,Países Baixos,1-3,Tunísia,Países Baixos,NA,NA,28.6,10.0,20.0,4.0,7.0,NA,NA,NA,NA,NA,NA,199.0,258.0,4.0,13.0,NA,NA,NA,35.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Tunísia 1-3 Países Baixos; posse 28.6%, finalizações 10.0 (4.0 no alvo), escanteios 4.0, faltas 11.0.",ESPN public API event 760472 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4056
58,2026-06-25,Fase de grupos,Tunísia,Países Baixos,1-3,Países Baixos,Tunísia,NA,NA,71.4,20.0,10.0,7.0,4.0,NA,NA,NA,NA,NA,NA,602.0,647.0,6.0,27.0,NA,NA,NA,17.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Países Baixos 3-1 Tunísia; posse 71.4%, finalizações 20.0 (7.0 no alvo), escanteios 6.0, faltas 10.0.",ESPN public API event 760472 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5556
60,2026-06-25,Fase de grupos,Paraguai,Austrália,0-0,Paraguai,Austrália,NA,NA,44.0,7.0,12.0,2.0,5.0,NA,NA,NA,NA,NA,NA,330.0,426.0,0.0,7.0,NA,NA,NA,24.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Paraguai 0-0 Austrália; posse 44.0%, finalizações 7.0 (2.0 no alvo), escanteios 1.0, faltas 9.0.",ESPN public API event 760469 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.094
60,2026-06-25,Fase de grupos,Paraguai,Austrália,0-0,Austrália,Paraguai,NA,NA,56.0,12.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,NA,438.0,537.0,4.0,13.0,NA,NA,NA,10.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Austrália 0-0 Paraguai; posse 56.0%, finalizações 12.0 (5.0 no alvo), escanteios 3.0, faltas 6.0.",ESPN public API event 760469 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.194
59,2026-06-25,Fase de grupos,Turquia,Estados Unidos,3-2,Turquia,Estados Unidos,NA,NA,47.4,9.0,18.0,3.0,7.0,NA,NA,NA,NA,NA,NA,335.0,434.0,0.0,12.0,NA,NA,NA,24.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Turquia 3-2 Estados Unidos; posse 47.4%, finalizações 9.0 (3.0 no alvo), escanteios 2.0, faltas 13.0.",ESPN public API event 760470 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.1796
59,2026-06-25,Fase de grupos,Turquia,Estados Unidos,3-2,Estados Unidos,Turquia,NA,NA,52.6,18.0,9.0,7.0,3.0,NA,NA,NA,NA,NA,NA,398.0,471.0,5.0,19.0,NA,NA,NA,27.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Estados Unidos 2-3 Turquia; posse 52.6%, finalizações 18.0 (7.0 no alvo), escanteios 9.0, faltas 13.0.",ESPN public API event 760470 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.0296
61,2026-06-26,Fase de grupos,Noruega,França,1-4,Noruega,França,NA,NA,43.3,10.0,18.0,4.0,9.0,NA,NA,NA,NA,NA,NA,343.0,421.0,3.0,9.0,NA,NA,NA,16.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Noruega 1-4 França; posse 43.3%, finalizações 10.0 (4.0 no alvo), escanteios 4.0, faltas 9.0.",ESPN public API event 760475 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4268
61,2026-06-26,Fase de grupos,Noruega,França,1-4,França,Noruega,NA,NA,56.7,18.0,10.0,9.0,4.0,NA,NA,NA,NA,NA,NA,480.0,555.0,3.0,10.0,NA,NA,NA,19.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: França 4-1 Noruega; posse 56.7%, finalizações 18.0 (9.0 no alvo), escanteios 5.0, faltas 11.0.",ESPN public API event 760475 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5768
65,2026-06-26,Fase de grupos,Cabo Verde,Arábia Saudita,0-0,Cabo Verde,Arábia Saudita,NA,NA,51.0,15.0,7.0,2.0,3.0,NA,NA,NA,NA,NA,NA,381.0,451.0,2.0,18.0,NA,NA,NA,29.0,13.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Cabo Verde 0-0 Arábia Saudita; posse 51.0%, finalizações 15.0 (2.0 no alvo), escanteios 4.0, faltas 10.0.",ESPN public API event 760478 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.014
65,2026-06-26,Fase de grupos,Cabo Verde,Arábia Saudita,0-0,Arábia Saudita,Cabo Verde,NA,NA,49.0,7.0,15.0,3.0,2.0,NA,NA,NA,NA,NA,NA,359.0,444.0,3.0,11.0,NA,NA,NA,25.0,11.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Arábia Saudita 0-0 Cabo Verde; posse 49.0%, finalizações 7.0 (3.0 no alvo), escanteios 2.0, faltas 16.0.",ESPN public API event 760478 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.086
66,2026-06-26,Fase de grupos,Uruguai,Espanha,0-1,Uruguai,Espanha,NA,NA,33.1,5.0,6.0,1.0,1.0,NA,NA,NA,NA,NA,NA,228.0,301.0,1.0,16.0,NA,NA,NA,14.0,14.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Uruguai 0-1 Espanha; posse 33.1%, finalizações 5.0 (1.0 no alvo), escanteios 1.0, faltas 14.0.",ESPN public API event 760479 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.2676
66,2026-06-26,Fase de grupos,Uruguai,Espanha,0-1,Espanha,Uruguai,NA,NA,66.9,6.0,5.0,1.0,1.0,NA,NA,NA,NA,NA,NA,553.0,622.0,3.0,12.0,NA,NA,NA,23.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Espanha 1-0 Uruguai; posse 66.9%, finalizações 6.0 (1.0 no alvo), escanteios 6.0, faltas 14.0.",ESPN public API event 760479 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4176
63,2026-06-26,Fase de grupos,Egito,Irã,1-1,Egito,Irã,NA,NA,61.4,15.0,13.0,3.0,4.0,NA,NA,NA,NA,NA,NA,513.0,589.0,4.0,15.0,NA,NA,NA,38.0,7.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Egito 1-1 Irã; posse 61.4%, finalizações 15.0 (3.0 no alvo), escanteios 8.0, faltas 11.0.",ESPN public API event 760476 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.0556
63,2026-06-26,Fase de grupos,Egito,Irã,1-1,Irã,Egito,NA,NA,38.6,13.0,15.0,4.0,3.0,NA,NA,NA,NA,NA,NA,281.0,367.0,1.0,10.0,NA,NA,NA,32.0,8.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Irã 1-1 Egito; posse 38.6%, finalizações 13.0 (4.0 no alvo), escanteios 2.0, faltas 16.0.",ESPN public API event 760476 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.0444
64,2026-06-26,Fase de grupos,Nova Zelândia,Bélgica,1-5,Nova Zelândia,Bélgica,NA,NA,45.5,6.0,35.0,2.0,10.0,NA,NA,NA,NA,NA,NA,369.0,436.0,2.0,17.0,NA,NA,NA,35.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Nova Zelândia 1-5 Bélgica; posse 45.5%, finalizações 6.0 (2.0 no alvo), escanteios 5.0, faltas 10.0.",ESPN public API event 760477 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.538
64,2026-06-26,Fase de grupos,Nova Zelândia,Bélgica,1-5,Bélgica,Nova Zelândia,NA,NA,54.5,35.0,6.0,10.0,2.0,NA,NA,NA,NA,NA,NA,462.0,525.0,6.0,16.0,NA,NA,NA,27.0,10.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Bélgica 5-1 Nova Zelândia; posse 54.5%, finalizações 35.0 (10.0 no alvo), escanteios 8.0, faltas 7.0.",ESPN public API event 760477 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.688
68,2026-06-27,Fase de grupos,Croácia,Gana,2-1,Croácia,Gana,NA,NA,53.3,8.0,6.0,4.0,1.0,NA,NA,NA,NA,NA,NA,477.0,523.0,3.0,15.0,NA,NA,NA,23.0,4.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Croácia 2-1 Gana; posse 53.3%, finalizações 8.0 (4.0 no alvo), escanteios 3.0, faltas 9.0.",ESPN public API event 760480 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.4832
68,2026-06-27,Fase de grupos,Croácia,Gana,2-1,Gana,Croácia,NA,NA,46.7,6.0,8.0,1.0,4.0,NA,NA,NA,NA,NA,NA,402.0,455.0,3.0,12.0,NA,NA,NA,11.0,9.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Gana 1-2 Croácia; posse 46.7%, finalizações 6.0 (1.0 no alvo), escanteios 2.0, faltas 13.0.",ESPN public API event 760480 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.3332
67,2026-06-27,Fase de grupos,Panamá,Inglaterra,0-2,Panamá,Inglaterra,NA,NA,32.9,13.0,17.0,2.0,6.0,NA,NA,NA,NA,NA,NA,202.0,268.0,3.0,9.0,NA,NA,NA,34.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Panamá 0-2 Inglaterra; posse 32.9%, finalizações 13.0 (2.0 no alvo), escanteios 3.0, faltas 16.0.",ESPN public API event 760485 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,-0.4284
67,2026-06-27,Fase de grupos,Panamá,Inglaterra,0-2,Inglaterra,Panamá,NA,NA,67.1,17.0,13.0,6.0,2.0,NA,NA,NA,NA,NA,NA,490.0,558.0,4.0,25.0,NA,NA,NA,20.0,5.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Inglaterra 2-0 Panamá; posse 67.1%, finalizações 17.0 (6.0 no alvo), escanteios 7.0, faltas 13.0.",ESPN public API event 760485 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.5784
71,2026-06-27,Fase de grupos,Colômbia,Portugal,0-0,Colômbia,Portugal,NA,NA,54.6,24.0,13.0,6.0,2.0,NA,NA,NA,NA,NA,NA,485.0,544.0,3.0,11.0,NA,NA,NA,16.0,6.0,NA,NA,NA,espn_estatisticas_time,"ESPN stats: Colômbia 0-0 Portugal; posse 54.6%, finalizações 24.0 (6.0 no alvo), escanteios 5.0, faltas 12.0.",ESPN public API event 760481 | https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,estatistica_time_partida_espn,NA,NA,NA,NA,NA,NA,0.2284
