jogo,jogo_original_fonte,data,fase,equipe1,equipe2,gols1_real,gols2_real,placar_real,gols1_90,gols2_90,vencedor_real,status_real,decision_method,placar_penaltis_real,vencedor_penaltis_real,fonte,source_secondary,espn_event_id,collected_at,source_sha256,validation_status,confidence,review_required,conflict_reason,mapping_confidence,participant_change_required,scoreboard_summary_agree,fifa_agrees,source_data,source_equipe1,source_equipe2,source_orientation_swapped,canonical_result_agrees
94,94,2026-07-06,Oitavas de final,Estados Unidos,Bélgica,1,4,1-4,,,Bélgica,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760507,760507,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-06,Estados Unidos,Bélgica,False,True
95,95,2026-07-07,Oitavas de final,Argentina,Egito,3,2,3-2,,,Argentina,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760509,760509,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-07,Argentina,Egito,False,True
96,96,2026-07-07,Oitavas de final,Suíça,Colômbia,0,0,0-0,,,Suíça,Finalizado,PENALTIES,4-3,Suíça,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760508,760508,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-07,Suíça,Colômbia,False,True
97,97,2026-07-09,Quartas de final,França,Marrocos,2,0,2-0,,,França,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760510,760510,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-09,Marrocos,França,True,True
98,98,2026-07-10,Quartas de final,Espanha,Bélgica,2,1,2-1,,,Espanha,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760511,760511,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-10,Espanha,Bélgica,False,True
99,99,2026-07-11,Quartas de final,Noruega,Inglaterra,1,2,1-2,,,Inglaterra,Finalizado,EXTRA_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760512,760512,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-11,Noruega,Inglaterra,False,True
100,100,2026-07-11,Quartas de final,Argentina,Suíça,3,1,3-1,,,Argentina,Finalizado,EXTRA_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760513,760513,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-11,Suíça,Argentina,True,True
101,101,2026-07-14,Semifinais,França,Espanha,0,2,0-2,,,Espanha,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514,760514,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-14,França,Espanha,False,True
102,102,2026-07-15,Semifinais,Inglaterra,Argentina,1,2,1-2,,,Argentina,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760515,760515,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-15,Inglaterra,Argentina,False,True
103,103,2026-07-18,Disputa de 3º lugar,França,Inglaterra,4,6,4-6,,,Inglaterra,Finalizado,REGULAR_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760516,760516,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-18,França,Inglaterra,False,True
104,104,2026-07-19,Final,Espanha,Argentina,1,0,1-0,,,Espanha,Finalizado,EXTRA_TIME,,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760517,760517,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,,date_team,False,True,False,2026-07-19,Espanha,Argentina,False,True
