jogo,jogo_original_fonte,espn_event_id,event_id,period,clock,type_text,team,team_espn,player,participants_json,text,scoring_play,shootout,penalty,own_goal,yellow_card,red_card,substitution,source_url,collected_at,source_file,source_collected_at,temporal_status
62,62,760474,49621618.0,2.0,81',Substitution,Senegal,Senegal,Assane Diao,"[""Assane Diao"", ""Ismaïla Sarr""]","Substitution, Senegal. Assane Diao replaces Ismaïla Sarr.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331643+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331643+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,49621644.0,2.0,81',Yellow Card,Senegal,Senegal,Pape Gueye,"[""Pape Gueye""]",Pape Gueye (Senegal) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331691+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331691+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,49621680.0,2.0,82',Goal,Senegal,Senegal,Iliman Ndiaye,"[""Iliman Ndiaye"", ""Pape Gueye""]","Goal! Senegal 5, Iraq 0. Iliman Ndiaye (Senegal) right footed shot from outside the box to the top right corner. Assisted by Pape Gueye.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331731+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331731+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,49621861.0,2.0,87',Start Delay,Senegal,Senegal,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331778+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331778+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,49621868.0,2.0,87',End Delay,Senegal,Senegal,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331821+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331821+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,49621971.0,2.0,90',Yellow Card,Iraque,Iraq,Merchas Doski,"[""Merchas Doski""]",Merchas Doski (Iraq) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331870+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331870+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,49622081.0,2.0,90'+7',End Regular Time,,,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.331921+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.331921+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,,,13',,Iraque,Iraq,Rebin Sulaka,"[""Rebin Sulaka""]",,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.329477+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.329477+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,,,4',,Senegal,Senegal,Habib Diarra,"[""Habib Diarra"", ""Abdoulaye Seck""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.329405+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.329405+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,,,56',,Senegal,Senegal,Ismaïla Sarr,"[""Ismaïla Sarr"", ""Lamine Camara""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.329509+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.329509+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,,,59',,Senegal,Senegal,Pape Gueye,"[""Pape Gueye"", ""Ismaïla Sarr""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.329534+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.329534+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,,,71',,Senegal,Senegal,Pape Gueye,"[""Pape Gueye"", ""Iliman Ndiaye""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.329557+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.329557+00:00,POST_MATCH_BACKFILLED_FACT
62,62,760474,,,82',,Senegal,Senegal,Iliman Ndiaye,"[""Iliman Ndiaye"", ""Pape Gueye""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.329581+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760474__81b10a7b065836a1.json,2026-07-20T17:27:16.329581+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626544.0,1.0,"{'value': 0.0, 'displayValue': ''}",Kickoff,,,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945117+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945117+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626724.0,1.0,5',Goal,Egito,Egypt,Mahmoud Saber,"[""Mahmoud Saber"", ""Trézéguet""]","Goal! Egypt 1, IR Iran 0. Mahmoud Saber (Egypt) left footed shot from the left side of the box to the bottom left corner. Assisted by Trezeguet.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945158+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945158+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626888.0,1.0,11',Penalty - Saved,Irã,Iran,Mehdi Taremi,"[""Mehdi Taremi""]",Penalty saved. Mehdi Taremi (IR Iran) right footed shot saved in the bottom right corner by Mostafa Shobeir (Egypt).,False,False,True,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945463+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945463+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626905.0,1.0,11',Start Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945651+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945651+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626915.0,1.0,11',Start Delay,Egito,Egypt,,[],Delay in match because of an injury Mohamed Abdelmonem (Egypt).,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945587+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945587+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626948.0,1.0,13',End Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945744+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945744+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626949.0,1.0,13',End Delay,Egito,Egypt,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945699+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945699+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49626965.0,1.0,14',Goal,Irã,Iran,Ramin Rezaeian,"[""Ramin Rezaeian""]","Goal! Egypt 1, IR Iran 1. Ramin Rezaeian (IR Iran) right footed shot from the right side of the six yard box to the bottom right corner.",True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945788+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945788+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627016.0,1.0,14',Substitution,Egito,Egypt,Yasser Ibrahim,"[""Yasser Ibrahim"", ""Mohamed Abdelmoneim""]","Substitution, Egypt. Yasser Ibrahim replaces Mohamed Abdelmonem because of an injury.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945837+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945837+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627119.0,1.0,19',Yellow Card,Irã,Iran,Hossein Kanani,"[""Hossein Kanani""]",Hossein Kanani (IR Iran) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945888+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945888+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627155.0,1.0,20',Yellow Card,Egito,Egypt,Mahmoud Saber,"[""Mahmoud Saber""]",Mahmoud Saber (Egypt) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945937+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945937+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627234.0,1.0,23',Start Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946076+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946076+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627244.0,1.0,26',End Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946167+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946167+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627598.0,1.0,23',Start Delay,Egito,Egypt,,[],Delay in match for a drinks break.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945983+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945983+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627602.0,1.0,26',End Delay,Egito,Egypt,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946124+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946124+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627764.0,1.0,42',Yellow Card,Egito,Egypt,Yasser Ibrahim,"[""Yasser Ibrahim""]",Yasser Ibrahim (Egypt) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946218+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946218+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49627810.0,1.0,43',Yellow Card,Irã,Iran,Ali Nemati,"[""Ali Nemati""]",Ali Nemati (IR Iran) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946268+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946268+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628100.0,1.0,45'+6',Halftime,,,,[],"First Half ends, Egypt 1, IR Iran 1.",False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946307+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946307+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628130.0,2.0,45',Substitution,Irã,Iran,Saleh Hardani,"[""Saleh Hardani"", ""Hossein Kanani""]","Substitution, IR Iran. Saleh Hardani replaces Hossein Kanani.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946356+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946356+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628138.0,2.0,45',Substitution,Egito,Egypt,Marawan Attia,"[""Marawan Attia"", ""Mahmoud Saber""]","Substitution, Egypt. Marwan Attia replaces Mahmoud Saber.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946401+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946401+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628140.0,2.0,45',Substitution,Egito,Egypt,Omar Marmoush,"[""Omar Marmoush"", ""Emam Ashour""]","Substitution, Egypt. Omar Marmoush replaces Emam Ashour.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946467+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946467+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628160.0,2.0,45',Start 2nd Half,,,,[],"Second Half begins Egypt 1, IR Iran 1.",False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946521+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946521+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628474.0,2.0,55',Start Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946626+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946626+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628484.0,2.0,55',Start Delay,Egito,Egypt,,[],Delay in match because of an injury Mostafa Zico (Egypt).,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946565+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946565+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628489.0,2.0,56',End Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946714+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946714+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628492.0,2.0,56',End Delay,Egito,Egypt,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946672+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946672+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628524.0,2.0,57',Substitution,Egito,Egypt,Zizo,"[""Zizo"", ""Mohamed Salah""]","Substitution, Egypt. Zizo replaces Mohamed Salah.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946760+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946760+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628795.0,2.0,67',Substitution,Irã,Iran,Shahriyar Moghanloo,"[""Shahriyar Moghanloo"", ""Saman Ghoddos""]","Substitution, IR Iran. Shahriyar Moghanloo replaces Saman Ghoddos.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946837+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946837+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628845.0,2.0,69',Start Delay,Egito,Egypt,,[],Delay in match for a drinks break.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946881+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946881+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628846.0,2.0,69',Start Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946928+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946928+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628869.0,2.0,71',End Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947134+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947134+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49628870.0,2.0,71',End Delay,Egito,Egypt,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.946970+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.946970+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629047.0,2.0,76',Substitution,Egito,Egypt,Hamza Abdelkarim,"[""Hamza Abdelkarim"", ""Mostafa Zico""]","Substitution, Egypt. Hamza Abdelkarim replaces Mostafa Zico.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947235+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947235+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629167.0,2.0,79',Yellow Card,Irã,Iran,Saeid Ezatolahi,"[""Saeid Ezatolahi""]",Saeid Ezatolahi (IR Iran) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947299+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947299+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629233.0,2.0,82',Start Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947409+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947409+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629235.0,2.0,82',Start Delay,Egito,Egypt,,[],Delay in match because of an injury Ahmed Fatouh (Egypt).,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947351+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947351+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629247.0,2.0,82',End Delay,Egito,Egypt,,[],Delay over. They are ready to continue.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947605+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947605+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629248.0,2.0,82',End Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947673+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947673+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629513.0,2.0,90'+1',Substitution,Irã,Iran,Alireza Jahanbakhsh,"[""Alireza Jahanbakhsh"", ""Mohammad Mohebbi""]","Substitution, IR Iran. Alireza Jahanbakhsh replaces Mohammad Mohebbi.",False,False,False,False,False,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947734+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947734+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629552.0,2.0,90'+2',Yellow Card,Egito,Egypt,Mohanad Lashin,"[""Mohanad Lashin""]",Mohanad Lasheen (Egypt) is shown the yellow card for a bad foul.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947786+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947786+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629582.0,2.0,90'+4',Yellow Card,Irã,Iran,Shoja Khalilzadeh,"[""Shoja Khalilzadeh""]",Shoja Khalilzadeh (IR Iran) is shown the yellow card for excessive celebration.,False,False,False,False,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947842+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947842+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629583.0,2.0,90'+6',Start Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947891+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947891+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629585.0,2.0,90'+6',End Delay,Irã,Iran,,[],,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947934+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947934+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,49629651.0,2.0,90'+9',End Regular Time,,,,[],"Second Half ends, Egypt 1, IR Iran 1.",False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.947991+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.947991+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,,,14',,Irã,Iran,Ramin Rezaeian,"[""Ramin Rezaeian""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945071+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945071+00:00,POST_MATCH_BACKFILLED_FACT
63,63,760476,,,5',,Egito,Egypt,Mahmoud Saber,"[""Mahmoud Saber"", ""Trézéguet""]",,True,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.945029+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,2026-07-20T17:27:34.945029+00:00,POST_MATCH_BACKFILLED_FACT
64,64,760477,49626565.0,1.0,"{'value': 0.0, 'displayValue': ''}",Kickoff,,,,[],First Half begins.,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760477,2026-07-20T17:27:38.931369+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760477__8bf313408614375a.json,2026-07-20T17:27:38.931369+00:00,POST_MATCH_BACKFILLED_FACT
64,64,760477,49626947.0,1.0,13',Start Delay,Bélgica,Belgium,,[],Delay in match because of an injury Brandon Mechele (Belgium).,False,False,False,False,False,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760477,2026-07-20T17:27:38.931415+00:00,data/raw/wc2026_complete_20260720/espn_summary/summary_event_760477__8bf313408614375a.json,2026-07-20T17:27:38.931415+00:00,POST_MATCH_BACKFILLED_FACT
