espn_event_id,date,datetime_utc,name,short_name,phase_espn,home_team_espn,away_team_espn,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_score_90,away_score_90,home_score_120,away_score_120,home_penalty_score,away_penalty_score,home_period_scores_json,away_period_scores_json,status_name,status_description,status_detail,completed,winner_home,winner_away,venue,city,country,attendance,neutral_site,source_url,collected_at,source_sha256,jogo,jogo_original_fonte,calendar_equipe1_original,calendar_equipe2_original,calendar_equipe1,calendar_equipe2,calendar_data,calendar_fase,mapping_confidence,mapping_reason,participant_change_required
760500,2026-07-03,2026-07-03T22:00Z,Cape Verde at Argentina,CPV @ ARG,,Argentina,Cape Verde,Argentina,Cabo Verde,202,2597,3,2,,,,,,,{},{},STATUS_FINAL_AET,Final Score - After Extra Time,AET,True,True,False,Hard Rock Stadium,"Miami Gardens, Florida",USA,64478,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,86,86,Argentina,Cabo Verde,Argentina,Cabo Verde,2026-07-03,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760501,2026-07-04,2026-07-04T01:30Z,Ghana at Colombia,GHA @ COL,,Colombia,Ghana,Colômbia,Gana,208,4469,1,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",USA,69045,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,87,87,Colômbia,Gana,Colômbia,Gana,2026-07-03,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760499,2026-07-03,2026-07-03T18:00Z,Egypt at Australia,EGY @ AUS,Egypt advance 4-2 on penalties,Australia,Egypt,Austrália,Egito,628,2620,1,1,,,,,2.0,4.0,{},{},STATUS_FINAL_PEN,Final Score - After Penalties,FT-Pens,True,False,True,AT&T Stadium,"Arlington, Texas",USA,70244,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,88,88,Austrália,Egito,Austrália,Egito,2026-07-03,16 avos de final,date_team,Mesma dupla e data ±1 dia,False
760503,2026-07-04,2026-07-04T21:00Z,France at Paraguay,FRA @ PAR,,Paraguay,France,Paraguai,França,210,478,0,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Lincoln Financial Field,"Philadelphia, Pennsylvania",USA,68324,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,89,90,Paraguai,França,Paraguai,França,2026-07-04,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760502,2026-07-04,2026-07-04T17:00Z,Morocco at Canada,MAR @ CAN,,Canada,Morocco,Canadá,Marrocos,206,2869,0,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,NRG Stadium,"Houston, Texas",USA,68777,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,90,89,Canadá,Marrocos,Canadá,Marrocos,2026-07-04,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760504,2026-07-05,2026-07-05T20:00Z,Norway at Brazil,NOR @ BRA,,Brazil,Norway,Brasil,Noruega,205,464,1,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,MetLife Stadium,"East Rutherford, New Jersey",USA,80663,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,91,91,Brasil,Noruega,Brasil,Noruega,2026-07-05,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760505,2026-07-06,2026-07-06T01:00Z,England at Mexico,ENG @ MEX,,Mexico,England,México,Inglaterra,203,448,2,3,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Estadio Banorte,Mexico City,Mexico,80824,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,92,92,México,Inglaterra,México,Inglaterra,2026-07-05,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760506,2026-07-06,2026-07-06T19:00Z,Spain at Portugal,ESP @ POR,,Portugal,Spain,Portugal,Espanha,482,164,0,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,AT&T Stadium,"Arlington, Texas",USA,70649,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,93,93,Portugal,Espanha,Portugal,Espanha,2026-07-06,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760507,2026-07-07,2026-07-07T00:00Z,Belgium at United States,BEL @ USA,,United States,Belgium,Estados Unidos,Bélgica,660,459,1,4,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Lumen Field,"Seattle, Washington",USA,66925,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,94,94,Estados Unidos,Bélgica,Estados Unidos,Bélgica,2026-07-06,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760509,2026-07-07,2026-07-07T16:00Z,Egypt at Argentina,EGY @ ARG,,Argentina,Egypt,Argentina,Egito,202,2620,3,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Mercedes-Benz Stadium,"Atlanta, Georgia",USA,68239,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,95,95,Argentina,Egito,Argentina,Egito,2026-07-07,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760508,2026-07-07,2026-07-07T20:00Z,Colombia at Switzerland,COL @ SUI,Switzerland advance 4-3 on penalties,Switzerland,Colombia,Suíça,Colômbia,475,208,0,0,,,,,4.0,3.0,{},{},STATUS_FINAL_PEN,Final Score - After Penalties,FT-Pens,True,True,False,BC Place,Vancouver,Canada,52497,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,96,96,Suíça,Colômbia,Suíça,Colômbia,2026-07-07,Oitavas de final,date_team,Mesma dupla e data ±1 dia,False
760510,2026-07-09,2026-07-09T20:00Z,Morocco at France,MAR @ FRA,,France,Morocco,França,Marrocos,478,2869,2,0,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,Gillette Stadium,"Foxborough, Massachusetts",USA,63811,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,97,97,Marrocos,França,Marrocos,França,2026-07-09,Quartas de final,date_team,Mesma dupla e data ±1 dia,False
760511,2026-07-10,2026-07-10T19:00Z,Belgium at Spain,BEL @ ESP,,Spain,Belgium,Espanha,Bélgica,164,459,2,1,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,True,False,SoFi Stadium,"Inglewood, California",USA,70492,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,98,98,Espanha,Bélgica,Espanha,Bélgica,2026-07-10,Quartas de final,date_team,Mesma dupla e data ±1 dia,False
760512,2026-07-11,2026-07-11T21:00Z,England at Norway,ENG @ NOR,,Norway,England,Noruega,Inglaterra,464,448,1,2,,,,,,,{},{},STATUS_FINAL_AET,Final Score - After Extra Time,AET,True,False,True,Hard Rock Stadium,"Miami Gardens, Florida",USA,64478,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,99,99,Noruega,Inglaterra,Noruega,Inglaterra,2026-07-11,Quartas de final,date_team,Mesma dupla e data ±1 dia,False
760513,2026-07-12,2026-07-12T01:00Z,Switzerland at Argentina,SUI @ ARG,,Argentina,Switzerland,Argentina,Suíça,202,475,3,1,,,,,,,{},{},STATUS_FINAL_AET,Final Score - After Extra Time,AET,True,True,False,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",USA,69045,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,100,100,Suíça,Argentina,Suíça,Argentina,2026-07-11,Quartas de final,date_team,Mesma dupla e data ±1 dia,False
760514,2026-07-14,2026-07-14T19:00Z,Spain at France,ESP @ FRA,,France,Spain,França,Espanha,478,164,0,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,AT&T Stadium,"Arlington, Texas",USA,70176,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,101,101,França,Espanha,França,Espanha,2026-07-14,Semifinais,date_team,Mesma dupla e data ±1 dia,False
760515,2026-07-15,2026-07-15T19:00Z,Argentina at England,ARG @ ENG,,England,Argentina,Inglaterra,Argentina,448,202,1,2,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Mercedes-Benz Stadium,"Atlanta, Georgia",USA,68239,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,102,102,Inglaterra,Argentina,Inglaterra,Argentina,2026-07-15,Semifinais,date_team,Mesma dupla e data ±1 dia,False
760516,2026-07-18,2026-07-18T21:00Z,England at France,ENG @ FRA,,France,England,França,Inglaterra,478,448,4,6,,,,,,,{},{},STATUS_FULL_TIME,Full Time,FT,True,False,True,Hard Rock Stadium,"Miami Gardens, Florida",USA,64478,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,103,103,França,Inglaterra,França,Inglaterra,2026-07-18,Disputa de 3º lugar,date_team,Mesma dupla e data ±1 dia,False
760517,2026-07-19,2026-07-19T19:00Z,Argentina at Spain,ARG @ ESP,,Spain,Argentina,Espanha,Argentina,164,202,1,0,,,,,,,{},{},STATUS_FINAL_AET,Final Score - After Extra Time,AET,True,True,False,MetLife Stadium,"East Rutherford, New Jersey",USA,80663,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,104,104,Espanha,Argentina,Espanha,Argentina,2026-07-19,Final,date_team,Mesma dupla e data ±1 dia,False
