jogo,data,diaSemana,horaET,horaLocal,fase,ordemFase,grupo,rodadaGrupo,equipe1,equipe2,confronto,estadio,cidade,pais,status,gols1_real,gols2_real,placar_real,gols1_90,gols2_90,vencedor_real,status_real,decision_method,placar_penaltis_real,vencedor_penaltis_real,espn_event_id,collected_at,source_sha256,validation_status,confidence,review_required,fonte,source_secondary,canonical_result_agrees,has_events,has_commentary,has_team_stats,has_player_data,has_officials,has_penalty_kicks
82,2026-07-01,Quarta-feira,16:00,13:00,16 avos de final,2,,0.0,Bélgica,Senegal,Bélgica x Senegal,Lumen Field,Seattle,Estados Unidos,Finalizado,3,2,3-2,,,Bélgica,Finalizado,EXTRA_TIME,,,760493,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760493,True,True,True,True,True,True,False
83,2026-07-02,Quinta-feira,19:00,19:00,16 avos de final,2,,0.0,Portugal,Croácia,Portugal x Croácia,BMO Field,Toronto,Canadá,Finalizado,2,1,2-1,,,Portugal,Finalizado,REGULAR_TIME,,,760496,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760496,True,True,True,True,True,True,False
84,2026-07-02,Quinta-feira,15:00,12:00,16 avos de final,2,,0.0,Espanha,Áustria,Espanha x Áustria,SoFi Stadium,Los Angeles,Estados Unidos,Finalizado,3,0,3-0,,,Espanha,Finalizado,REGULAR_TIME,,,760497,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760497,True,True,True,True,True,True,False
85,2026-07-02,Quinta-feira,23:00,20:00,16 avos de final,2,,0.0,Suíça,Argélia,Suíça x Argélia,BC Place,Vancouver,Canadá,Finalizado,2,0,2-0,,,Suíça,Finalizado,REGULAR_TIME,,,760498,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760498,True,True,True,True,True,True,False
86,2026-07-03,Sexta-feira,18:00,18:00,16 avos de final,2,,0.0,Argentina,Cabo Verde,Argentina x Cabo Verde,Hard Rock Stadium,Miami,Estados Unidos,Finalizado,3,2,3-2,,,Argentina,Finalizado,EXTRA_TIME,,,760500,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760500,True,True,True,True,True,True,False
87,2026-07-03,Sexta-feira,21:30,20:30,16 avos de final,2,,0.0,Colômbia,Gana,Colômbia x Gana,Arrowhead Stadium,Kansas City,Estados Unidos,Finalizado,1,0,1-0,,,Colômbia,Finalizado,REGULAR_TIME,,,760501,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760501,True,True,True,True,True,True,False
88,2026-07-03,Sexta-feira,14:00,13:00,16 avos de final,2,,0.0,Austrália,Egito,Austrália x Egito,AT&T Stadium,Dallas,Estados Unidos,Finalizado,1,1,1-1,,,Egito,Finalizado,PENALTIES,2-4,Egito,760499,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760499,True,True,True,True,True,True,True
89,2026-07-04,Sábado,17:00,17:00,Oitavas de final,3,,0.0,Paraguai,França,Paraguai x França,Lincoln Financial Field,Philadelphia,Estados Unidos,Finalizado,0,1,0-1,,,França,Finalizado,REGULAR_TIME,,,760503,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760503,True,True,True,True,True,True,False
90,2026-07-04,Sábado,13:00,12:00,Oitavas de final,3,,0.0,Canadá,Marrocos,Canadá x Marrocos,NRG Stadium,Houston,Estados Unidos,Finalizado,0,3,0-3,,,Marrocos,Finalizado,REGULAR_TIME,,,760502,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760502,True,True,True,True,True,True,False
91,2026-07-05,Domingo,16:00,16:00,Oitavas de final,3,,0.0,Brasil,Noruega,Brasil x Noruega,MetLife Stadium,New York/New Jersey,Estados Unidos,Finalizado,1,2,1-2,,,Noruega,Finalizado,REGULAR_TIME,,,760504,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760504,True,True,True,True,True,True,False
92,2026-07-05,Domingo,20:00,18:00,Oitavas de final,3,,0.0,México,Inglaterra,México x Inglaterra,Estadio Azteca,Mexico City,México,Finalizado,2,3,2-3,,,Inglaterra,Finalizado,REGULAR_TIME,,,760505,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760505,True,True,True,True,True,True,False
93,2026-07-06,Segunda-feira,15:00,14:00,Oitavas de final,3,,0.0,Portugal,Espanha,Portugal x Espanha,AT&T Stadium,Dallas,Estados Unidos,Finalizado,0,1,0-1,,,Espanha,Finalizado,REGULAR_TIME,,,760506,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760506,True,True,True,True,True,True,False
94,2026-07-06,Segunda-feira,20:00,17:00,Oitavas de final,3,,0.0,Estados Unidos,Bélgica,Estados Unidos x Bélgica,Lumen Field,Seattle,Estados Unidos,Finalizado,1,4,1-4,,,Bélgica,Finalizado,REGULAR_TIME,,,760507,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760507,True,True,True,True,True,True,False
95,2026-07-07,Terça-feira,12:00,12:00,Oitavas de final,3,,0.0,Argentina,Egito,Argentina x Egito,Mercedes-Benz Stadium,Atlanta,Estados Unidos,Finalizado,3,2,3-2,,,Argentina,Finalizado,REGULAR_TIME,,,760509,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760509,True,True,True,True,True,True,False
96,2026-07-07,Terça-feira,16:00,13:00,Oitavas de final,3,,0.0,Suíça,Colômbia,Suíça x Colômbia,BC Place,Vancouver,Canadá,Finalizado,0,0,0-0,,,Suíça,Finalizado,PENALTIES,4-3,Suíça,760508,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760508,True,True,True,True,True,True,True
97,2026-07-09,Quinta-feira,16:00,16:00,Quartas de final,4,,0.0,França,Marrocos,França x Marrocos,Gillette Stadium,Boston,Estados Unidos,Finalizado,2,0,2-0,,,França,Finalizado,REGULAR_TIME,,,760510,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760510,True,True,True,True,True,True,False
98,2026-07-10,Sexta-feira,15:00,12:00,Quartas de final,4,,0.0,Espanha,Bélgica,Espanha x Bélgica,SoFi Stadium,Los Angeles,Estados Unidos,Finalizado,2,1,2-1,,,Espanha,Finalizado,REGULAR_TIME,,,760511,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760511,True,True,True,True,True,True,False
99,2026-07-11,Sábado,17:00,17:00,Quartas de final,4,,0.0,Noruega,Inglaterra,Noruega x Inglaterra,Hard Rock Stadium,Miami,Estados Unidos,Finalizado,1,2,1-2,,,Inglaterra,Finalizado,EXTRA_TIME,,,760512,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760512,True,True,True,True,True,True,False
100,2026-07-11,Sábado,21:00,20:00,Quartas de final,4,,0.0,Argentina,Suíça,Argentina x Suíça,Arrowhead Stadium,Kansas City,Estados Unidos,Finalizado,3,1,3-1,,,Argentina,Finalizado,EXTRA_TIME,,,760513,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760513,True,True,True,True,True,True,False
101,2026-07-14,Terça-feira,15:00,14:00,Semifinais,5,,0.0,França,Espanha,França x Espanha,AT&T Stadium,Dallas,Estados Unidos,Finalizado,0,2,0-2,,,Espanha,Finalizado,REGULAR_TIME,,,760514,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514,True,True,True,True,True,True,False
102,2026-07-15,Quarta-feira,15:00,15:00,Semifinais,5,,0.0,Inglaterra,Argentina,Inglaterra x Argentina,Mercedes-Benz Stadium,Atlanta,Estados Unidos,Finalizado,1,2,1-2,,,Argentina,Finalizado,REGULAR_TIME,,,760515,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760515,True,True,True,True,True,True,False
103,2026-07-18,Sábado,17:00,17:00,Disputa de 3º lugar,6,,0.0,França,Inglaterra,França x Inglaterra,Hard Rock Stadium,Miami,Estados Unidos,Finalizado,4,6,4-6,,,Inglaterra,Finalizado,REGULAR_TIME,,,760516,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760516,True,True,True,True,True,True,False
104,2026-07-19,Domingo,15:00,15:00,Final,7,,0.0,Espanha,Argentina,Espanha x Argentina,MetLife Stadium,New York/New Jersey,Estados Unidos,Finalizado,1,0,1-0,,,Espanha,Finalizado,EXTRA_TIME,,,760517,2026-07-20T17:23:21.543812+00:00,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062,CONFIRMED_ESPN_SCOREBOARD_SUMMARY,Alta,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=2026&limit=500,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760517,True,True,True,True,True,True,False
