jogo,data,fase,grupo,equipe1,equipe2,team1_id,team2_id,has_real,gols1_real,gols2_real,target_goal_diff,target_total_goals,days_from_start,is_knockout,grupo_num,diff_forca_modelo_0_100,sum_forca_modelo_0_100,diff_ataque_score,sum_ataque_score,diff_meio_score,sum_meio_score,diff_defesa_score,sum_defesa_score,diff_goleiro_score,sum_goleiro_score,diff_experiencia_score,sum_experiencia_score,diff_intensidade_valor,sum_intensidade_valor,diff_posse_valor,sum_posse_valor,diff_pressao_valor,sum_pressao_valor,diff_player_proxy_mean,sum_player_proxy_mean,diff_player_proxy_top18,sum_player_proxy_top18,diff_league_score_mean,sum_league_score_mean,diff_league_score_top11,sum_league_score_top11,diff_caps_mean,sum_caps_mean,diff_caps_total,sum_caps_total,diff_caps_total_players,sum_caps_total_players,diff_goals_selection_total_players,sum_goals_selection_total_players,diff_gols_selecao_total,sum_gols_selecao_total,attack_vs_def_1,attack_vs_def_2,press_vs_posse_1,press_vs_posse_2
89,2026-07-04,Oitavas de final,,Canadá,Marrocos,11,31,False,,,,,23,1.0,0,3.5,130.5,1.0199999999999996,10.24,0.7800000000000002,12.399999999999999,0.1200000000000001,10.48,-0.6300000000000008,11.83,0.6500000000000004,16.35,1.0,17.0,0.0,10.0,3.0,13.0,0.0,12.453846153846154,-0.049999999999998934,14.061111111111112,0.1538461538461542,15.73076923076923,0.2727272727272734,17.727272727272727,-0.0384615384615401,77.34615384615384,251,1759,-1.0,2011.0,17.0,263.0,33,247,0.4500000000000002,-0.6899999999999995,3.0,0.0
90,2026-07-04,Oitavas de final,,Paraguai,França,37,23,False,,,,,23,1.0,0,-4.099999999999994,123.5,-1.0700000000000003,9.73,-0.2400000000000002,12.02,0.05000000000000071,10.59,-1.17,10.37,-0.27000000000000046,15.870000000000001,0.0,16.0,-1.0,9.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-95,1569,0.0,2012.0,0.0,246.0,-51,161,-0.9399999999999995,0.08000000000000007,0.0,1.0
91,2026-07-05,Oitavas de final,,Brasil,Noruega,9,33,False,,,,,24,1.0,0,3.6000000000000085,132.2,0.45999999999999996,10.559999999999999,0.47999999999999954,12.36,0.13000000000000078,10.75,0.13000000000000078,12.67,0.3200000000000003,16.48,1.2000000000000002,14.8,3.0,13.0,2.2,12.2,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,131,1797,0.0,2012.0,0.0,246.0,32,286,0.20000000000000018,-0.39000000000000057,2.2,-3.0
92,2026-07-05,Oitavas de final,,México,Inglaterra,32,26,False,,,,,24,1.0,0,0.7000000000000028,135.10000000000002,-0.4800000000000004,10.5,-0.5099999999999998,12.07,1.5500000000000007,11.67,-0.5700000000000003,12.43,0.8499999999999996,17.189999999999998,0.0,16.0,-3.0,13.0,0.0,13.6,0.15769230769230802,12.611538461538462,0.13888888888888928,14.25,-0.3076923076923075,15.26923076923077,-0.545454545454545,16.909090909090907,10.115384615384613,87.5,400,2138,263.0,2275.0,0.0,246.0,-30,276,-0.04999999999999982,-1.12,-1.2000000000000002,1.7999999999999998
93,2026-07-06,Oitavas de final,,Portugal,Espanha,38,21,False,,,,,25,1.0,0,2.1999999999999886,140.0,0.08000000000000007,11.66,-0.08999999999999986,14.73,1.0300000000000002,10.89,-1.04,12.100000000000001,0.9700000000000006,16.79,0.0,16.0,-1.0,17.0,-1.2000000000000002,14.8,0.40000000000000036,12.853846153846154,0.35555555555555607,14.466666666666667,0.6923076923076916,16.269230769230766,0.2727272727272734,17.727272727272727,7.153846153846153,84.53846153846155,418,1966,186.0,2198.0,141.0,387.0,144,384,0.9400000000000004,-0.16999999999999993,-2.2,0.0
94,2026-07-06,Oitavas de final,,Estados Unidos,Bélgica,22,7,False,,,,,25,1.0,0,1.2000000000000028,140.8,0.5499999999999998,11.39,-0.07000000000000028,13.83,0.5599999999999996,11.780000000000001,-0.2999999999999998,11.760000000000002,-0.23000000000000043,17.25,3.0,13.0,-1.2000000000000002,14.8,3.0,13.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-108,2126,0.0,2012.0,0.0,246.0,-83,345,0.35999999999999943,-0.75,0.0,-1.7999999999999998
95,2026-07-07,Oitavas de final,,Argentina,Austrália,4,5,False,,,,,26,1.0,0,10.000000000000007,131.8,0.6499999999999995,10.469999999999999,1.7599999999999998,12.64,0.9000000000000004,10.92,0.2699999999999996,11.73,1.120000000000001,16.98,-1.2000000000000002,14.8,4.0,12.0,0.0,10.0,1.161538461538461,12.084615384615384,1.1833333333333327,13.872222222222224,1.2499999999999991,16.057692307692307,0.2727272727272734,17.727272727272727,19.307692307692307,79.38461538461539,502,2064,502.0,2064.0,153.0,303.0,153,303,0.5499999999999998,-1.0,1.0,-3.0
96,2026-07-07,Oitavas de final,,Suíça,Colômbia,42,13,False,,,,,26,1.0,0,2.299999999999997,137.89999999999998,0.5699999999999994,10.629999999999999,0.2599999999999998,13.06,-0.1900000000000004,11.809999999999999,-0.7000000000000002,11.559999999999999,0.20999999999999908,17.509999999999998,-1.2000000000000002,14.8,-1.7999999999999998,11.8,-1.7999999999999998,11.8,-0.08076923076923048,12.534615384615385,-0.016666666666666607,14.127777777777776,-0.11538461538461586,15.692307692307693,0.0,17.454545454545453,-2.576923076923073,79.96153846153845,107,2253,-67.0,2079.0,11.0,235.0,19,243,-0.40000000000000036,-0.7799999999999994,-1.7999999999999998,1.7999999999999998
97,2026-07-09,Quartas de final,,Canadá,França,11,23,False,,,,,28,1.0,0,3.200000000000003,130.8,0.22999999999999954,11.030000000000001,0.45999999999999996,12.719999999999999,0.03000000000000025,10.57,-0.16999999999999993,11.37,0.4299999999999997,16.57,1.0,17.0,0.0,10.0,3.0,13.0,0.0,12.453846153846154,-0.049999999999998934,14.061111111111112,0.1538461538461542,15.73076923076923,0.2727272727272734,17.727272727272727,-0.0384615384615401,77.34615384615384,173,1837,-1.0,2011.0,17.0,263.0,34,246,0.3600000000000003,0.10000000000000053,3.0,0.0
98,2026-07-10,Quartas de final,,Espanha,Estados Unidos,21,22,False,,,,,29,1.0,0,-2.0999999999999943,139.9,-0.17999999999999972,11.76,0.5300000000000002,14.29,-1.2400000000000002,11.1,0.8399999999999999,12.3,-0.5999999999999996,16.42,0.0,16.0,2.2,15.8,0.0,16.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-235,1783,0.0,2012.0,0.0,246.0,-11,251,-0.3799999999999999,1.04,1.2000000000000002,-1.0
99,2026-07-11,Quartas de final,,Brasil,México,9,32,False,,,,,30,1.0,0,0.0,135.8,0.5,10.52,0.6399999999999997,12.2,-1.17,12.05,0.47000000000000064,12.33,-0.6199999999999992,17.42,0.0,16.0,3.0,13.0,0.40000000000000036,14.0,-0.15769230769230802,12.611538461538462,-0.13888888888888928,14.25,0.3076923076923075,15.26923076923077,0.545454545454545,16.909090909090907,-10.115384615384613,87.5,-305,2233,-263.0,2275.0,0.0,246.0,36,282,-1.1000000000000005,-0.4300000000000006,2.2,-1.2000000000000002
100,2026-07-11,Quartas de final,,Suíça,Argentina,42,4,False,,,,,30,1.0,0,-0.8000000000000114,141.0,0.040000000000000036,11.16,-0.54,13.86,-0.10000000000000053,11.719999999999999,-0.5700000000000003,11.43,-0.19000000000000128,17.91,0.0,13.6,-3.0,13.0,0.0,10.0,-0.39615384615384563,12.85,-0.4722222222222223,14.583333333333332,-0.865384615384615,16.442307692307693,-0.2727272727272734,17.727272727272727,-10.653846153846153,88.03846153846155,-103,2463,-277.0,2289.0,-105.0,351.0,-97,359,-0.3100000000000005,-0.25,-3.0,0.0
101,2026-07-14,Semifinais,,França,Espanha,23,21,False,,,,,33,1.0,0,-5.1000000000000085,132.7,-0.3899999999999997,11.190000000000001,-1.2800000000000002,13.54,0.33999999999999986,10.2,-0.8000000000000007,12.34,0.16000000000000014,15.98,0.0,16.0,-4.0,14.0,-3.0,13.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,58,1606,0.0,2012.0,0.0,246.0,-14,226,0.47000000000000064,0.5200000000000005,-4.0,3.0
102,2026-07-15,Semifinais,,Brasil,Argentina,9,4,False,,,,,34,1.0,0,-3.0,138.8,-0.04999999999999982,11.07,-0.7800000000000002,13.620000000000001,-0.46999999999999975,11.350000000000001,0.40000000000000036,12.4,-0.6500000000000004,17.450000000000003,1.2000000000000002,14.8,0.0,16.0,2.2,12.2,-0.39615384615384563,12.85,-0.4722222222222223,14.583333333333332,-0.865384615384615,16.442307692307693,-0.2727272727272734,17.727272727272727,-10.653846153846153,88.03846153846155,-319,2247,-277.0,2289.0,-105.0,351.0,-69,387,-0.40000000000000036,0.11999999999999922,-0.7999999999999998,-3.0
103,2026-07-18,Disputa de 3º lugar,,França,Brasil,23,9,False,,,,,37,1.0,0,-4.1000000000000085,131.7,-0.10999999999999943,10.91,-0.29000000000000004,12.55,-0.17000000000000082,10.71,-0.6300000000000008,12.17,-0.33000000000000007,16.47,0.0,16.0,-3.0,13.0,-2.2,12.2,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-132,1796,0.0,2012.0,0.0,246.0,-53,265,-0.040000000000000036,0.2400000000000002,-3.0,2.2
104,2026-07-19,Final,,Espanha,Argentina,21,4,False,,,,,38,1.0,0,-2.0,139.8,0.23000000000000043,11.35,0.20999999999999996,14.61,-0.9800000000000004,10.84,0.5700000000000003,12.57,-1.1400000000000006,16.96,1.2000000000000002,14.8,1.0,17.0,3.0,13.0,-0.39615384615384563,12.85,-0.4722222222222223,14.583333333333332,-0.865384615384615,16.442307692307693,-0.2727272727272734,17.727272727272727,-10.653846153846153,88.03846153846155,-509,2057,-277.0,2289.0,-105.0,351.0,-108,348,-0.1200000000000001,0.6299999999999999,0.0,-4.0
