jogo,data,fase,grupo,rodadaGrupo,equipe1,equipe2,xg1_modelo,xg2_modelo,placar_previsto,placar_modal_bruto,metodo_placar,criterio_resultado_modelado,gols1_previsto,gols2_previsto,vencedor_previsto,prob_vitoria_equipe1,prob_empate,prob_vitoria_equipe2,prob_decisao_penaltis,confianca_modelo,peso_rede_neural,validacoes_anteriores_usadas,interacoes_monte_carlo,feature_rating_diff,feature_base_rating_diff,feature_attack_vs_defense,feature_defense_vs_attack,feature_midfield_diff,feature_goalkeeper_diff,feature_experience_diff,feature_league_diff,feature_player_quality_diff,feature_intensity_diff,feature_possession_diff,feature_pressing_diff,feature_momentum_diff,feature_performance_memory_diff,feature_offensive_form_diff,feature_defensive_form_diff,feature_offensive_form_equipe1,feature_offensive_form_equipe2,feature_defensive_form_equipe1,feature_defensive_form_equipe2,feature_schedule_strength_diff,feature_opponent_adjusted_points_diff,feature_goals_for_rate_diff,feature_goals_against_rate_diff,feature_opponent_weighted_goals_for_diff,feature_opponent_weighted_goals_against_diff,feature_weighted_goals_for_rate_diff,feature_adjusted_goals_against_rate_diff,feature_weighted_goals_for_rate_equipe1,feature_weighted_goals_for_rate_equipe2,feature_adjusted_goals_against_rate_equipe1,feature_adjusted_goals_against_rate_equipe2,feature_rest_diff,feature_host_diff,feature_knockout,feature_round_group,placar_regular_previsto,decisao_penaltis,placar_penaltis,prob_penaltis_equipe1,vencedor_pos_penaltis,criterio_vencedor,status_previsao,usa_desempenho_copa,origem_confronto,precisa_recalculo,possui_real,placar_real,vencedor_real
78,2026-06-30,16 avos de final,,0.0,Costa do Marfim,Noruega,1.214,1.078,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Costa do Marfim,0.3923,0.2711,0.3366,0.1453,baixa,0.073,77,12000,-2.0405,-2.32,-0.28,0.25,0.49,-0.97,-0.23,-4.1818,-4.0217,1.2,0.0,1.8,0.4693,0.0122,-0.3859,1.0025,0.1512,0.5371,0.2767,-0.7257,0.8198,-0.0375,-1.3333,-1.6667,-4.115,-4.6268,-1.3717,-1.5423,1.3903,2.762,0.588,2.1303,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-2,Noruega
79,2026-06-30,16 avos de final,,0.0,México,Equador,1.185,0.57,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,México,0.5398,0.2931,0.1671,0.1758,média,0.074,78,12000,5.3086,3.95,-0.65,1.97,0.37,1.1,0.99,-4.9091,3.1678,-1.0,-1.8,-1.2,0.7499,0.0733,0.4668,0.1757,0.5324,0.0656,0.528,0.3523,-3.4348,5.0553,1.3333,-0.6667,3.8806,-1.8122,1.2935,-0.6041,2.0523,0.7588,0.0,0.6041,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-0,México
80,2026-07-01,16 avos de final,,0.0,Inglaterra,RD Congo,1.3,0.853,1-0,1-0,representativo_condicional,maior_probabilidade,1,0,Inglaterra,0.5029,0.2692,0.2279,0.148,média,0.074,79,12000,6.7062,6.01,0.19,0.3,0.7,1.57,0.12,3.2727,8.1867,0.0,4.0,1.8,0.4779,0.0831,0.0002,0.3147,0.2186,0.2184,0.3834,0.0688,-0.407,3.9612,0.6667,-0.3333,2.6545,-1.0158,0.8848,-0.3386,2.2338,1.3489,0.5885,0.9271,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Inglaterra
81,2026-07-01,16 avos de final,,0.0,Estados Unidos,Bósnia e Herzegovina,1.502,0.838,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Estados Unidos,0.5619,0.2396,0.1986,0.1257,média,0.075,80,12000,12.9362,12.76,1.0,1.91,2.08,0.96,1.0,3.0909,12.6272,3.0,2.8,5.0,-0.3122,0.0687,-0.0816,-0.1425,0.5409,0.6225,-0.3947,-0.2522,-3.3219,2.0678,1.0,-0.6667,2.7518,-1.5172,0.9173,-0.5057,2.7614,1.8441,1.2299,1.7357,-1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-0,Estados Unidos
82,2026-07-01,16 avos de final,,0.0,Bélgica,Senegal,1.289,1.077,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Bélgica,0.3831,0.2508,0.3661,0.1323,baixa,0.076,81,12000,3.4256,3.11,0.2,0.22,0.48,0.16,0.15,-0.0909,4.6344,-3.0,3.0,-1.8,0.3421,0.0863,-0.441,0.367,0.2762,0.7172,0.1306,-0.2364,-3.4691,2.3599,-0.6667,-1.3333,-2.0288,-3.3989,-0.6763,-1.133,1.9926,2.6688,0.6715,1.8045,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-2,Bélgica
83,2026-07-02,16 avos de final,,0.0,Portugal,Croácia,1.14,0.978,1-0,1-1,representativo_probabilistico,maior_probabilidade,1,0,Portugal,0.3911,0.2812,0.3277,0.1565,baixa,0.076,82,12000,2.3991,2.31,0.13,0.81,0.52,-0.54,0.0,2.0909,1.785,3.0,0.0,1.8,-0.6368,0.0189,-0.331,0.5303,-0.0476,0.2835,0.4776,-0.0527,-2.1534,-1.3425,0.3333,-1.3333,0.4428,-3.5212,0.1476,-1.1737,1.9412,1.7936,0.3209,1.4946,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Portugal
84,2026-07-02,16 avos de final,,0.0,Espanha,Áustria,1.389,0.905,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Espanha,0.5164,0.2615,0.2221,0.1393,média,0.077,83,12000,2.6478,1.61,0.29,-0.05,0.91,1.2,-0.66,3.2727,0.5917,-1.0,4.0,0.0,1.1288,0.102,-0.4578,1.2638,0.0898,0.5476,0.6398,-0.624,-2.5594,3.6431,-0.3333,-2.0,-0.9259,-5.4628,-0.3086,-1.8209,1.7406,2.0493,0.0,1.8209,1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-0,Espanha
85,2026-07-02,16 avos de final,,0.0,Suíça,Argélia,1.516,0.845,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Suíça,0.5664,0.2404,0.1932,0.1256,média,0.077,84,12000,7.0963,5.7,-0.21,0.51,0.65,0.63,0.85,3.7273,8.2872,1.8,0.0,0.0,0.8976,0.0643,0.0848,0.7329,0.6233,0.5385,0.0421,-0.6908,-2.1599,3.6457,0.6667,-1.3333,1.9694,-3.4363,0.6565,-1.1454,2.4028,1.7463,0.9466,2.092,3.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-0,Suíça
86,2026-07-03,16 avos de final,,0.0,Argentina,Cabo Verde,1.485,0.503,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Argentina,0.6472,0.2413,0.1115,0.1349,alta,0.078,85,12000,13.953,12.29,0.49,1.61,1.52,0.3,0.91,13.9091,14.5889,-1.2,4.0,0.0,1.3905,0.1251,0.9785,-0.1425,0.6983,-0.2802,0.2111,0.3536,-2.0567,6.6618,2.0,-0.3333,6.2107,-0.7977,2.0702,-0.2659,2.7904,0.7202,0.3512,0.6171,-1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-2,Argentina
87,2026-07-03,16 avos de final,,0.0,Colômbia,Gana,1.231,0.614,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Colômbia,0.5485,0.2781,0.1733,0.1632,média,0.079,86,12000,9.0702,8.57,0.52,1.44,0.77,1.2,1.3,-3.0909,8.9606,1.2,2.8,2.8,0.7925,0.1022,0.0146,0.2943,-0.1919,-0.2065,0.6129,0.3186,-4.2936,2.9457,0.6667,-0.3333,1.6962,-0.7251,0.5654,-0.2417,1.3083,0.7429,0.3467,0.5884,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-0,Colômbia
88,2026-07-03,16 avos de final,,0.0,Austrália,Egito,1.08,0.969,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Austrália,0.4261,0.2783,0.2956,0.1574,baixa,0.079,87,12000,3.7603,4.21,0.08,0.22,0.34,0.78,-0.23,15.1818,3.6289,1.2,-1.0,0.0,-0.3954,-0.0305,-0.7305,0.3009,-0.4108,0.3197,0.3856,0.0847,3.0926,-0.8398,-1.0,-0.3333,-2.904,-1.1984,-0.968,-0.3995,0.7572,1.7252,0.5532,0.9526,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-1,Egito
89,2026-07-04,Oitavas de final,,0.0,Paraguai,França,0.698,1.406,0-1,0-1,representativo_probabilistico,maior_probabilidade,0,1,França,0.1699,0.2483,0.5818,0.137,alta,0.08,88,12000,-8.0912,-5.76,-0.94,-0.08,-0.24,-1.17,-0.27,-10.2727,-6.3889,0.0,-1.0,0.0,-0.9641,-0.1141,-1.2156,-0.1175,-0.126,1.0896,0.3044,0.4219,4.7507,-6.287,-2.5,0.75,-10.2913,2.4331,-2.5728,0.6083,0.8646,3.4374,1.0549,0.4466,1.0,0.0,1.0,0.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,0-1,França
90,2026-07-04,Oitavas de final,,0.0,Canadá,Marrocos,1.173,1.011,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Canadá,0.4445,0.2669,0.2886,0.1464,baixa,0.08,89,12000,2.3629,2.76,0.45,0.69,0.78,-0.63,0.65,0.0909,2.1022,1.0,0.0,3.0,-0.2612,0.0967,-0.2649,0.2755,0.1383,0.4032,0.3456,0.0701,-5.0831,-3.1816,0.5,-0.25,2.0957,-0.9666,0.5239,-0.2417,2.4003,1.8764,0.6842,0.9258,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,0-3,Marrocos
91,2026-07-05,Oitavas de final,,0.0,Brasil,Noruega,1.429,0.95,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Brasil,0.5173,0.2463,0.2364,0.1289,média,0.08,90,12000,3.4498,2.37,0.2,0.39,0.48,0.13,0.32,-0.5455,1.4178,1.2,3.0,2.2,0.5305,0.1526,0.1836,0.7726,0.8164,0.6329,0.3548,-0.4178,1.9426,1.6614,-0.25,-1.5,-0.6862,-5.4739,-0.1715,-1.3685,2.4392,2.6107,0.4611,1.8296,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,1-2,Noruega
92,2026-07-05,Oitavas de final,,0.0,México,Inglaterra,1.128,0.909,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,México,0.3844,0.2835,0.3321,0.1606,baixa,0.08,91,12000,-1.552,-2.4,-0.05,1.12,-0.51,-0.57,0.85,-13.9091,-4.1511,0.0,-3.0,0.0,0.2341,-0.0054,0.2246,0.3029,0.5832,0.3586,0.5233,0.2204,-2.503,1.6453,0.0,-0.75,-0.565,-2.7259,-0.1413,-0.6815,2.0548,2.196,0.0,0.6815,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,2-3,Inglaterra
93,2026-07-06,Oitavas de final,,0.0,Portugal,Espanha,1.098,1.131,0-1,1-1,representativo_condicional,maior_probabilidade,0,1,Espanha,0.3146,0.265,0.4205,0.1441,baixa,0.08,92,12000,0.7657,1.71,0.94,0.17,-0.09,-1.04,0.97,0.0,1.1044,0.0,-1.0,-1.2,-0.431,-0.066,-0.3388,-0.4147,0.239,0.5777,0.3029,0.7176,0.7152,-2.4075,0.0,0.5,-0.4587,1.8421,-0.1147,0.4605,2.0243,2.139,0.4605,0.0,0.0,0.0,1.0,0.0,0-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,0-1,Espanha
94,2026-07-06,Oitavas de final,,0.0,Estados Unidos,Bélgica,1.238,1.099,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Estados Unidos,0.4414,0.2608,0.2978,0.1385,baixa,0.08,93,12000,0.3331,0.06,0.36,0.75,-0.07,-0.3,-0.23,-1.2727,-1.7339,3.0,-1.2,3.0,-0.3059,-0.0168,-0.2423,0.1143,0.4839,0.7262,-0.0321,-0.1463,0.9898,0.8275,0.25,0.0,0.8398,-0.0978,0.21,-0.0244,2.5505,2.3405,0.9224,0.9469,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,1-4,Bélgica
95,2026-07-07,Oitavas de final,,0.0,Argentina,Egito,1.57,0.709,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Argentina,0.6098,0.2329,0.1572,0.1229,alta,0.08,94,12000,14.6469,13.68,0.73,1.12,2.1,1.05,0.89,19.5455,15.6022,0.0,3.0,0.0,0.8532,0.0682,0.675,-0.3836,0.8916,0.2167,-0.294,0.0896,-1.0481,5.5451,1.25,-0.25,5.0758,-0.71,1.2689,-0.1775,2.8241,1.5552,0.7762,0.9537,0.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,3-2,Argentina
96,2026-07-07,Oitavas de final,,0.0,Suíça,Colômbia,1.132,0.84,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Suíça,0.3906,0.2831,0.3263,0.1626,baixa,0.08,95,12000,3.2136,2.91,-0.4,0.78,0.26,-0.7,0.21,3.6364,5.4756,-1.2,-1.8,-1.8,0.2978,0.0152,0.7536,-0.2822,0.5628,-0.1909,0.293,0.5752,0.7746,0.4418,1.0,0.5,4.4747,1.7997,1.1187,0.4499,2.348,1.2294,0.7099,0.26,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,0-0,Suíça
97,2026-07-09,Quartas de final,,0.0,França,Marrocos,1.204,0.988,1-0,1-0,representativo_condicional,maior_probabilidade,1,0,França,0.4368,0.2655,0.2977,0.1453,baixa,0.08,96,12000,1.8578,1.21,0.22,0.66,0.32,-0.46,0.22,1.9091,2.0161,0.0,0.0,0.0,0.2133,0.0219,-0.2192,0.0468,0.6069,0.8261,0.4715,0.4247,-4.9709,2.4573,0.8,-0.4,3.7755,-1.9169,0.7551,-0.3834,2.9474,2.1923,0.3573,0.7406,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,2-0,França
98,2026-07-10,Quartas de final,,0.0,Espanha,Bélgica,1.204,1.115,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Espanha,0.3786,0.2548,0.3666,0.1358,baixa,0.08,97,12000,-0.1135,-0.99,0.18,-0.49,0.46,0.54,-0.83,0.6364,-2.1733,3.0,1.0,3.0,0.1151,0.0204,-0.7024,0.8618,0.3369,1.0393,0.8459,-0.016,2.0028,2.5865,-0.8,-1.0,-4.4343,-4.6141,-0.8869,-0.9228,1.9534,2.8402,0.0,0.9228,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,2-1,Espanha
99,2026-07-11,Quartas de final,,0.0,Noruega,Inglaterra,1.133,1.318,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Inglaterra,0.2898,0.2507,0.4595,0.1299,baixa,0.08,98,12000,-2.4442,-2.23,-0.01,-0.18,-0.35,-0.23,-0.09,-0.3636,-2.6644,-1.2,-3.0,-1.8,-0.1929,-0.0422,-0.0337,-0.0618,0.763,0.7967,-0.1347,-0.0729,0.0394,-1.4224,0.2,0.8,0.6535,3.655,0.1307,0.731,2.5583,2.4276,1.6339,0.903,0.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,1-2,Inglaterra
100,2026-07-11,Quartas de final,,0.0,Argentina,Suíça,1.186,1.083,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Argentina,0.3762,0.2596,0.3642,0.1399,baixa,0.08,99,12000,1.4925,0.97,-0.25,0.31,0.54,0.57,0.19,1.1818,-0.1217,0.0,3.0,0.0,0.3852,0.0207,0.9731,-1.0146,0.9877,0.0147,-0.5565,0.4581,-3.0492,2.7205,1.0,0.4,4.8959,2.2707,0.9792,0.4541,2.8576,1.8784,1.0221,0.5679,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,3-1,Argentina
101,2026-07-14,Semifinais,,0.0,França,Espanha,1.13,1.147,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Espanha,0.326,0.2613,0.4127,0.1406,baixa,0.08,100,12000,-3.0406,-3.74,0.47,-0.52,-1.28,-0.8,0.16,-0.2727,-3.8278,0.0,-4.0,-3.0,0.0162,0.002,0.1547,0.0127,0.6405,0.4859,0.6091,0.5963,-3.17,1.18,0.8333,0.1667,4.7592,0.9406,0.7932,0.1568,2.8151,2.0219,0.2977,0.141,1.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,0-2,Espanha
102,2026-07-15,Semifinais,,0.0,Inglaterra,Argentina,1.123,1.352,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Argentina,0.3637,0.2487,0.3876,0.1282,baixa,0.08,101,12000,-3.5043,-2.98,-0.42,-0.5,-0.91,0.5,-0.88,0.9091,-2.8289,1.2,0.0,1.8,-0.0512,-0.0057,-0.473,0.3329,0.7389,1.2119,-0.0066,-0.3395,2.2094,-1.4831,-0.6667,0.0,-3.504,-0.5362,-0.584,-0.0894,2.395,2.979,0.9018,0.9912,0.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,1-2,Argentina
103,2026-07-18,Disputa de 3º lugar,,0.0,França,Inglaterra,1.19,1.134,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Inglaterra,0.3425,0.2594,0.3981,0.1381,baixa,0.08,102,12000,-1.8355,-2.87,0.34,-0.22,-0.16,-0.73,-0.1,-1.0,-4.0672,0.0,-3.0,-1.8,0.0411,0.0043,-0.4052,0.3576,0.0406,0.4458,0.2042,-0.1534,-2.2842,1.448,0.2857,-0.5714,1.3034,-3.6114,0.1862,-0.5159,2.413,2.2268,0.4918,1.0077,1.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,4-6,Inglaterra
104,2026-07-19,Final,,0.0,Espanha,Argentina,1.176,1.185,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,Argentina,0.3693,0.2547,0.376,0.1346,baixa,0.08,103,12000,-1.7626,-2.11,-0.12,-0.63,0.21,0.57,-1.14,0.1818,-3.0683,1.2,1.0,3.0,-0.0118,-0.0006,-0.4173,0.9413,0.5955,1.0128,0.7576,-0.1837,2.3928,-1.2935,-0.8571,-0.8571,-5.7884,-5.9533,-0.8269,-0.8505,2.0618,2.8887,0.1208,0.9713,1.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Derivado do chaveamento,Não,Sim,1-0,Espanha
