jogo,data,fase,grupo,rodadaGrupo,equipe1,equipe2,xg1_modelo,xg2_modelo,placar_previsto,placar_modal_bruto,metodo_placar,criterio_resultado_modelado,gols1_previsto,gols2_previsto,vencedor_previsto,prob_vitoria_equipe1,prob_empate,prob_vitoria_equipe2,prob_decisao_penaltis,confianca_modelo,peso_rede_neural,validacoes_anteriores_usadas,interacoes_monte_carlo,feature_rating_diff,feature_base_rating_diff,feature_attack_vs_defense,feature_defense_vs_attack,feature_midfield_diff,feature_goalkeeper_diff,feature_experience_diff,feature_league_diff,feature_player_quality_diff,feature_intensity_diff,feature_possession_diff,feature_pressing_diff,feature_momentum_diff,feature_performance_memory_diff,feature_offensive_form_diff,feature_defensive_form_diff,feature_offensive_form_equipe1,feature_offensive_form_equipe2,feature_defensive_form_equipe1,feature_defensive_form_equipe2,feature_schedule_strength_diff,feature_opponent_adjusted_points_diff,feature_goals_for_rate_diff,feature_goals_against_rate_diff,feature_opponent_weighted_goals_for_diff,feature_opponent_weighted_goals_against_diff,feature_weighted_goals_for_rate_diff,feature_adjusted_goals_against_rate_diff,feature_weighted_goals_for_rate_equipe1,feature_weighted_goals_for_rate_equipe2,feature_adjusted_goals_against_rate_equipe1,feature_adjusted_goals_against_rate_equipe2,feature_rest_diff,feature_host_diff,feature_knockout,feature_round_group,placar_regular_previsto,decisao_penaltis,placar_penaltis,prob_penaltis_equipe1,vencedor_pos_penaltis,criterio_vencedor,status_previsao,usa_desempenho_copa,origem_confronto,precisa_recalculo,possui_real,placar_real,vencedor_real
78,2026-06-30,16 avos de final,,0.0,Costa do Marfim,Noruega,1.213,1.078,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Costa do Marfim,0.4338,0.2626,0.3036,0.1408,baixa,0.073,77,12000,-2.0338,-2.32,-0.28,0.25,0.49,-0.97,-0.23,-4.1818,-4.0217,1.2,0.0,1.8,0.4597,-0.0049,-0.371,0.9982,0.16,0.531,0.273,-0.7252,0.8258,-0.0363,-1.3333,-1.6667,-4.1149,-4.6266,-1.3716,-1.5422,1.3906,2.7622,0.5882,2.1304,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,1-2,Noruega
79,2026-06-30,16 avos de final,,0.0,México,Equador,1.183,0.574,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,México,0.5069,0.2899,0.2032,0.1738,média,0.074,78,12000,5.2511,3.95,-0.65,1.97,0.37,1.1,0.99,-4.9091,3.1678,-1.0,-1.8,-1.2,0.7261,0.0564,0.4687,0.165,0.5299,0.0613,0.5113,0.3463,-3.4254,5.0574,1.3333,-0.6667,3.8821,-1.8126,1.294,-0.6042,2.0524,0.7584,0.0,0.6042,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-0,México
80,2026-07-01,16 avos de final,,0.0,Inglaterra,RD Congo,1.297,0.857,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Inglaterra,0.5045,0.26,0.2355,0.1429,média,0.074,79,12000,6.6489,6.01,0.19,0.3,0.7,1.57,0.12,3.2727,8.1867,0.0,4.0,1.8,0.4557,0.0434,-0.0128,0.3073,0.2149,0.2277,0.3728,0.0656,-0.4104,3.9599,0.6667,-0.3333,2.6535,-1.0155,0.8845,-0.3385,2.2338,1.3493,0.5885,0.9271,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,2-1,Inglaterra
81,2026-07-01,16 avos de final,,0.0,Estados Unidos,Bósnia e Herzegovina,1.5,0.84,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Estados Unidos,0.5596,0.243,0.1974,0.1275,média,0.075,80,12000,12.9058,12.76,1.0,1.91,2.08,0.96,1.0,3.0909,12.6272,3.0,2.8,5.0,-0.3175,0.0457,-0.088,-0.1482,0.5353,0.6233,-0.4029,-0.2546,-3.3397,2.0662,1.0,-0.6667,2.7499,-1.5163,0.9166,-0.5054,2.7611,1.8445,1.2303,1.7357,-1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
82,2026-07-01,16 avos de final,,0.0,Bélgica,Senegal,1.283,1.083,1-1,1-1,representativo_probabilistico,risco_penaltis_considerado,1,1,Empate,0.3745,0.2925,0.3329,0.1543,baixa,0.075,80,12000,3.3346,3.11,0.2,0.22,0.48,0.16,0.15,-0.0909,4.6344,-3.0,3.0,-1.8,0.3075,0.025,-0.4483,0.3461,0.2713,0.7196,0.1206,-0.2255,-3.4645,2.3601,-0.6667,-1.3333,-2.0288,-3.3989,-0.6763,-1.133,1.9925,2.6688,0.6716,1.8045,0.0,0.0,1.0,0.0,1-1,Não,,,,Tempo regulamentar/modelado,Real validado,Sim,Tabela base,Não,Sim,3-2,Bélgica
83,2026-07-02,16 avos de final,,0.0,Portugal,Croácia,1.142,0.978,1-0,1-1,representativo_probabilistico,maior_probabilidade,1,0,Portugal,0.4337,0.2794,0.2869,0.1555,baixa,0.076,81,12000,2.4107,2.31,0.13,0.81,0.52,-0.54,0.0,2.0909,1.785,3.0,0.0,1.8,-0.631,0.0282,-0.3228,0.546,-0.0367,0.2861,0.4769,-0.0692,-2.1638,-1.3428,0.3333,-1.3333,0.4434,-3.5211,0.1478,-1.1737,1.9414,1.7936,0.3209,1.4946,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
84,2026-07-02,16 avos de final,,0.0,Espanha,Áustria,1.386,0.911,2-1,1-0,representativo_condicional,maior_probabilidade,2,1,Espanha,0.5183,0.2524,0.2293,0.1344,média,0.076,81,12000,2.5772,1.61,0.29,-0.05,0.91,1.2,-0.66,3.2727,0.5917,-1.0,4.0,0.0,1.1016,0.0477,-0.4575,1.2389,0.0965,0.554,0.6199,-0.619,-2.5491,3.6435,-0.3333,-2.0,-0.9249,-5.4632,-0.3083,-1.8211,1.741,2.0493,0.0,1.8211,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
85,2026-07-02,16 avos de final,,0.0,Suíça,Argélia,1.515,0.844,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Suíça,0.5589,0.2483,0.1928,0.1297,média,0.076,81,12000,7.0772,5.7,-0.21,0.51,0.65,0.63,0.85,3.7273,8.2872,1.8,0.0,0.0,0.8945,0.0595,0.0848,0.7398,0.6184,0.5336,0.049,-0.6908,-2.1766,3.6436,0.6667,-1.3333,1.9682,-3.4356,0.6561,-1.1452,2.4026,1.7465,0.9467,2.0919,3.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
86,2026-07-03,16 avos de final,,0.0,Argentina,Cabo Verde,1.482,0.509,2-0,1-0,representativo_condicional,maior_probabilidade,2,0,Argentina,0.6419,0.2431,0.115,0.1359,alta,0.076,81,12000,13.8732,12.29,0.49,1.61,1.52,0.3,0.91,13.9091,14.5889,-1.2,4.0,0.0,1.3634,0.0742,0.9674,-0.1586,0.6982,-0.2692,0.1918,0.3504,-2.0557,6.6625,2.0,-0.3333,6.2121,-0.7986,2.0707,-0.2662,2.7907,0.72,0.3511,0.6173,-1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
87,2026-07-03,16 avos de final,,0.0,Colômbia,Gana,1.227,0.621,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Colômbia,0.5446,0.2797,0.1757,0.1641,média,0.076,81,12000,9.0007,8.57,0.52,1.44,0.77,1.2,1.3,-3.0909,8.9606,1.2,2.8,2.8,0.7706,0.0399,-0.0219,0.2815,-0.2097,-0.1878,0.5974,0.3159,-4.2962,2.9454,0.6667,-0.3333,1.6962,-0.7252,0.5654,-0.2417,1.3083,0.7429,0.3467,0.5884,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
88,2026-07-03,16 avos de final,,0.0,Austrália,Egito,1.08,0.968,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Austrália,0.4265,0.2795,0.2939,0.1581,baixa,0.076,81,12000,3.7838,4.21,0.08,0.22,0.34,0.78,-0.23,15.1818,3.6289,1.2,-1.0,0.0,-0.3859,-0.0259,-0.7293,0.2943,-0.4104,0.319,0.3803,0.086,3.0942,-0.8387,-1.0,-0.3333,-2.9038,-1.1978,-0.9679,-0.3993,0.7572,1.7251,0.5533,0.9526,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Tabela base,Não,Não,,
89,2026-07-04,Oitavas de final,,0.0,Canadá,Marrocos,1.172,1.013,2-0,1-1,representativo_condicional,maior_probabilidade,2,0,Canadá,0.4317,0.2747,0.2936,0.1507,baixa,0.076,81,12000,2.3227,2.76,0.45,0.69,0.78,-0.63,0.65,0.0909,2.1022,1.0,0.0,3.0,-0.2683,0.0895,-0.282,0.2746,0.1218,0.4037,0.3293,0.0547,-5.0858,-3.1807,0.5,-0.25,2.0959,-0.9659,0.524,-0.2415,2.4005,1.8765,0.6843,0.9258,1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
90,2026-07-04,Oitavas de final,,0.0,Paraguai,França,0.706,1.397,0-1,0-1,representativo_probabilistico,maior_probabilidade,0,1,França,0.25,0.2534,0.4966,0.1398,média,0.076,81,12000,-7.9542,-5.76,-0.94,-0.08,-0.24,-1.17,-0.27,-10.2727,-6.3889,0.0,-1.0,0.0,-0.9171,-0.0344,-1.1873,-0.1041,-0.1149,1.0725,0.3126,0.4167,4.7533,-6.2859,-2.5,0.75,-10.2895,2.4333,-2.5724,0.6083,0.8644,3.4368,1.055,0.4466,1.0,0.0,1.0,0.0,0-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
91,2026-07-05,Oitavas de final,,0.0,Brasil,Noruega,1.424,0.954,2-0,1-1,representativo_condicional,maior_probabilidade,2,0,Brasil,0.51,0.2492,0.2408,0.1305,média,0.076,81,12000,3.399,2.37,0.2,0.39,0.48,0.13,0.32,-0.5455,1.4178,1.2,3.0,2.2,0.5032,0.1027,0.1755,0.7635,0.8044,0.6289,0.3492,-0.4143,1.9424,1.6604,-0.25,-1.5,-0.6866,-5.474,-0.1717,-1.3685,2.4392,2.6109,0.4611,1.8296,1.0,0.0,1.0,0.0,2-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
92,2026-07-05,Oitavas de final,,0.0,México,Inglaterra,1.13,0.91,1-1,1-0,representativo_probabilistico,risco_penaltis_considerado,1,1,México,0.3763,0.3558,0.2678,0.2015,baixa,0.076,81,12000,-1.5575,-2.4,-0.05,1.12,-0.51,-0.57,0.85,-13.9091,-4.1511,0.0,-3.0,0.0,0.2396,0.008,0.2387,0.2955,0.5856,0.3469,0.5032,0.2076,-2.5123,1.6435,0.0,-0.75,-0.5654,-2.7258,-0.1414,-0.6814,2.0547,2.1961,0.0,0.6814,1.0,0.0,1.0,0.0,1-1,Sim,5-4,0.5048,México,Pênaltis,Projetado,Sim,Derivado do chaveamento,Não,Não,,
93,2026-07-06,Oitavas de final,,0.0,Portugal,Espanha,1.096,1.053,1-0,1-1,representativo_probabilistico,maior_probabilidade,1,0,Portugal,0.4055,0.2708,0.3236,0.1498,baixa,0.076,81,12000,1.2432,1.71,0.94,0.17,-0.09,-1.04,0.97,0.0,1.1044,0.0,-1.0,-1.2,-0.5121,-0.0002,-0.2052,0.0314,-0.048,0.1572,0.5054,0.4739,0.5495,-2.477,0.3333,0.3333,0.6013,0.9626,0.2004,0.3209,1.9414,1.741,0.3209,0.0,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
94,2026-07-06,Oitavas de final,,0.0,Estados Unidos,Bélgica,1.212,1.167,2-1,1-1,representativo_probabilistico,maior_probabilidade,2,1,Estados Unidos,0.4207,0.2589,0.3204,0.1363,baixa,0.076,81,12000,0.2498,0.06,0.36,0.75,-0.07,-0.3,-0.23,-1.2727,-1.7339,3.0,-1.2,3.0,-0.5318,0.0427,-0.2466,-0.0697,0.475,0.7216,-0.2176,-0.1479,1.8581,-2.3112,0.4167,0.3333,-1.0799,-0.0959,0.4203,0.2836,2.7611,2.3408,1.2303,0.9467,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
95,2026-07-07,Oitavas de final,,0.0,Argentina,Austrália,1.419,0.639,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Argentina,0.5832,0.2637,0.1531,0.1465,alta,0.076,81,12000,10.8846,9.47,0.55,1.0,1.76,0.27,1.12,4.3636,11.9733,-1.2,4.0,0.0,0.9245,0.0598,0.9348,-0.2031,0.6052,-0.3296,0.2092,0.4122,-3.1359,5.4207,2.0,-0.3333,6.1005,-0.6066,2.0335,-0.2022,2.7907,0.7572,0.3511,0.5533,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
96,2026-07-07,Oitavas de final,,0.0,Suíça,Colômbia,1.138,0.871,1-0,1-0,representativo_probabilistico,maior_probabilidade,1,0,Suíça,0.3852,0.2839,0.3309,0.1617,baixa,0.076,81,12000,3.2224,2.91,-0.4,0.78,0.26,-0.7,0.21,3.6364,5.4756,-1.2,-1.8,-1.8,0.3867,0.0465,0.7365,-0.3912,0.5459,-0.1906,0.1488,0.54,-0.1787,0.193,1.0,0.6667,3.2829,1.7999,1.0943,0.6,2.4026,1.3083,0.9467,0.3467,1.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
97,2026-07-09,Quartas de final,,0.0,Canadá,França,1.05,1.269,1-2,1-1,representativo_probabilistico,maior_probabilidade,1,2,França,0.3601,0.2622,0.3777,0.1396,baixa,0.076,81,12000,0.1323,1.55,0.36,-0.1,0.46,-0.17,0.43,-1.8182,0.0861,1.0,0.0,3.0,-0.4403,0.1063,-0.5886,-0.0224,0.2008,0.7894,0.3864,0.4088,-0.322,-6.027,-1.0,0.25,-4.1452,0.9506,-1.0363,0.2376,2.4005,3.4368,0.6843,0.4466,0.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
98,2026-07-10,Quartas de final,,0.0,Portugal,Estados Unidos,1.108,1.114,2-1,1-1,representativo_condicional,maior_probabilidade,2,1,Portugal,0.3926,0.269,0.3384,0.1465,baixa,0.076,81,12000,0.5048,0.66,-0.3,-0.01,0.44,-0.2,0.37,1.9091,0.665,0.0,1.2,-1.2,0.0588,-0.0094,-0.5326,0.6907,-0.0511,0.4815,0.5445,-0.1462,-0.0194,-1.2362,-0.6667,-1.0,-2.4592,-2.7282,-0.8197,-0.9094,1.9414,2.7611,0.3209,1.2303,0.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
99,2026-07-11,Quartas de final,,0.0,Brasil,México,1.033,0.976,1-0,0-0,representativo_probabilistico,maior_probabilidade,1,0,Brasil,0.4054,0.2915,0.3032,0.1664,baixa,0.076,81,12000,2.7885,2.54,-1.1,0.43,0.64,0.47,-0.62,13.0,2.9044,0.0,3.0,0.4,0.1902,0.1204,0.2655,0.0161,0.7041,0.4386,0.3993,0.3832,3.3855,-1.5254,0.25,0.5,1.538,1.8444,0.3845,0.4611,2.4392,2.0547,0.4611,0.0,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
100,2026-07-11,Quartas de final,,0.0,Suíça,Argentina,1.039,1.169,1-2,1-1,representativo_condicional,maior_probabilidade,1,2,Argentina,0.3573,0.2734,0.3693,0.1493,baixa,0.076,81,12000,-1.4298,-0.97,-0.31,0.25,-0.54,-0.57,-0.19,-1.1818,0.1217,0.0,-3.0,0.0,-0.0533,0.0191,-0.0122,-0.01,0.4072,0.4194,0.2335,0.2435,0.8453,-2.2619,-0.3333,0.6667,-1.1644,1.7867,-0.3881,0.5956,2.4026,2.7907,0.9467,0.3511,0.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
101,2026-07-14,Semifinais,,0.0,França,Portugal,1.153,1.074,1-2,1-1,representativo_condicional,maior_probabilidade,1,2,Portugal,0.3508,0.2604,0.3888,0.1416,baixa,0.076,81,12000,-3.7672,-5.45,-0.56,-0.6,-1.19,0.24,-0.81,-0.2727,-4.9322,0.0,-3.0,-1.8,0.3759,-0.0367,0.6275,-0.1155,0.7172,0.0897,0.3258,0.4413,-1.0633,8.1257,1.25,0.1667,7.9229,0.824,1.4954,0.1258,3.4368,1.9414,0.4466,0.3209,1.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
102,2026-07-15,Semifinais,,0.0,Brasil,Argentina,1.081,1.129,1-0,1-1,representativo_condicional,maior_probabilidade,1,0,Brasil,0.3934,0.2717,0.3349,0.1483,baixa,0.076,81,12000,-2.4692,-2.84,-0.4,-0.12,-0.78,0.4,-0.65,0.0,-4.0756,1.2,0.0,2.2,0.0751,0.0582,0.0984,0.2468,0.5448,0.4463,0.4423,0.1955,2.3503,1.5651,-0.4167,0.1667,1.3848,0.7911,-0.3515,0.11,2.4392,2.7907,0.4611,0.3511,0.0,0.0,1.0,0.0,1-0,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
103,2026-07-18,Disputa de 3º lugar,,0.0,França,Argentina,1.099,1.161,1-2,1-1,representativo_condicional,maior_probabilidade,1,2,Argentina,0.3396,0.254,0.4064,0.1372,baixa,0.076,81,12000,-5.1511,-5.85,-0.51,-0.29,-1.07,-0.23,-0.98,-0.0909,-6.8961,1.2,-3.0,0.0,0.0538,-0.013,0.349,-0.0014,0.5371,0.1881,0.1626,0.164,-0.221,3.3517,0.5833,0.1667,5.375,0.7333,0.6461,0.0956,3.4368,2.7907,0.4466,0.3511,1.0,0.0,1.0,0.0,1-2,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
104,2026-07-19,Final,,0.0,Portugal,Brasil,1.066,1.092,2-1,1-1,representativo_condicional,maior_probabilidade,2,1,Portugal,0.3953,0.2683,0.3364,0.1481,baixa,0.076,81,12000,1.0693,2.44,0.43,0.45,0.9,-0.87,0.48,0.1818,2.1117,0.0,0.0,-0.4,-0.2648,-0.0382,-0.216,-0.144,0.1971,0.4131,0.3652,0.5092,-1.9039,-6.3391,-0.25,-0.1667,-3.9328,-0.8818,-0.4978,-0.1402,1.9414,2.4392,0.3209,0.4611,1.0,0.0,1.0,0.0,2-1,Não,,,,Tempo regulamentar/modelado,Projetado,Sim,Derivado do chaveamento,Não,Não,,
