jogo,data,fase,grupo,rodadaGrupo,equipe1,equipe2,xg1_modelo,xg2_modelo,placar_previsto,gols1_previsto,gols2_previsto,vencedor_previsto,prob_vitoria_equipe1,prob_empate,prob_vitoria_equipe2,prob_classificacao_equipe1,prob_classificacao_equipe2,prob_penaltis_equipe1_modelo,vencedor_classificacao_previsto,confianca_modelo,peso_rede_neural,validacoes_anteriores_usadas,interacoes_monte_carlo,feature_rating_diff,feature_base_rating_diff,feature_attack_vs_defense,feature_defense_vs_attack,feature_midfield_diff,feature_goalkeeper_diff,feature_experience_diff,feature_league_diff,feature_player_quality_diff,feature_intensity_diff,feature_possession_diff,feature_pressing_diff,feature_momentum_diff,feature_performance_memory_diff,feature_offensive_form_diff,feature_defensive_form_diff,feature_offensive_form_equipe1,feature_offensive_form_equipe2,feature_defensive_form_equipe1,feature_defensive_form_equipe2,feature_schedule_strength_diff,feature_opponent_adjusted_points_diff,feature_goals_for_rate_diff,feature_goals_against_rate_diff,feature_opponent_weighted_goals_for_diff,feature_opponent_weighted_goals_against_diff,feature_weighted_goals_for_rate_diff,feature_adjusted_goals_against_rate_diff,feature_weighted_goals_for_rate_equipe1,feature_weighted_goals_for_rate_equipe2,feature_adjusted_goals_against_rate_equipe1,feature_adjusted_goals_against_rate_equipe2,feature_rest_diff,feature_host_diff,feature_knockout,feature_round_group,placar_regular_previsto,decisao_penaltis,placar_penaltis,prob_penaltis_equipe1,vencedor_pos_penaltis,criterio_vencedor,status_previsao,fonte_previsao,usa_desempenho_copa,origem_confronto,precisa_recalculo,possui_real,placar_real,vencedor_real
80,2026-07-01,16 avos de final,,0.0,Inglaterra,RD Congo,1.317,0.824,1-0,1,0,Inglaterra,0.4986,0.2676,0.2338,0.6752,0.3248,0.66,Inglaterra,alta,0.033,76,12000,6.7075,6.01,0.19,0.3,0.7,1.57,0.12,3.2727,8.1867,0.0,4.0,1.8,0.4623,0.0434,0.0004,0.3244,0.2007,0.2003,0.3575,0.0331,-0.3809,3.9641,0.6667,-0.3333,2.6557,-1.0158,0.8852,-0.3386,2.2342,1.349,0.5885,0.9272,0.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
81,2026-07-01,16 avos de final,,0.0,Estados Unidos,Bósnia e Herzegovina,1.489,0.842,1-0,1,0,Estados Unidos,0.533,0.2543,0.2127,0.6904,0.3096,0.6191,Estados Unidos,alta,0.033,76,12000,12.9853,12.76,1.0,1.91,2.08,0.96,1.0,3.0909,12.6272,3.0,2.8,5.0,-0.3097,0.0457,-0.0635,-0.1309,0.544,0.6075,-0.3826,-0.2517,-3.297,2.0694,1.0,-0.6667,2.7535,-1.5187,0.9178,-0.5062,2.7616,1.8438,1.2297,1.7359,-1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
82,2026-07-01,16 avos de final,,0.0,Bélgica,Senegal,1.267,1.089,2-1,2,1,Bélgica,0.3971,0.2843,0.3186,0.5552,0.4448,0.5563,Bélgica,média,0.033,76,12000,3.4078,3.11,0.2,0.22,0.48,0.16,0.15,-0.0909,4.6344,-3.0,3.0,-1.8,0.3178,0.025,-0.4255,0.3552,0.2748,0.7003,0.1214,-0.2338,-3.4375,2.364,-0.6667,-1.3333,-2.0244,-3.4,-0.6748,-1.1333,1.9943,2.6691,0.6712,1.8045,0.0,0.0,1.0,0.0,2-1,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
83,2026-07-02,16 avos de final,,0.0,Portugal,Croácia,1.112,0.996,2-1,2,1,Portugal,0.3938,0.293,0.3131,0.5147,0.4853,0.4124,Portugal,baixa,0.033,76,12000,2.4976,2.31,0.13,0.81,0.52,-0.54,0.0,2.0909,1.785,3.0,0.0,1.8,-0.6217,0.0282,-0.2972,0.569,-0.0227,0.2746,0.4896,-0.0793,-2.1444,-1.3425,0.3333,-1.3333,0.4429,-3.5208,0.1476,-1.1736,1.9414,1.7938,0.3209,1.4945,0.0,0.0,1.0,0.0,2-1,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
84,2026-07-02,16 avos de final,,0.0,Espanha,Áustria,1.375,0.911,1-0,1,0,Espanha,0.4926,0.2655,0.2418,0.6679,0.3321,0.66,Espanha,alta,0.033,76,12000,2.5452,1.61,0.29,-0.05,0.91,1.2,-0.66,3.2727,0.5917,-1.0,4.0,0.0,1.1068,0.0477,-0.492,1.2312,0.0929,0.585,0.6253,-0.6059,-2.5136,3.648,-0.3333,-2.0,-0.9231,-5.4639,-0.3077,-1.8213,1.7413,2.049,0.0,1.8213,1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
85,2026-07-02,16 avos de final,,0.0,Suíça,Argélia,1.482,0.875,1-0,1,0,Suíça,0.5308,0.2538,0.2155,0.6983,0.3017,0.66,Suíça,alta,0.033,76,12000,7.1023,5.7,-0.21,0.51,0.65,0.63,0.85,3.7273,8.2872,1.8,0.0,0.0,0.8903,0.0595,0.104,0.7462,0.6258,0.5218,0.0558,-0.6904,-2.1786,3.6457,0.6667,-1.3333,1.9673,-3.4342,0.6558,-1.1447,2.4031,1.7473,0.9465,2.0912,3.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
86,2026-07-03,16 avos de final,,0.0,Argentina,Cabo Verde,1.503,0.467,1-0,1,0,Argentina,0.647,0.2462,0.1068,0.8095,0.1905,0.66,Argentina,alta,0.033,76,12000,13.8373,12.29,0.49,1.61,1.52,0.3,0.91,13.9091,14.5889,-1.2,4.0,0.0,1.359,0.0742,0.9574,-0.1846,0.6605,-0.2969,0.1425,0.3271,-2.036,6.6643,2.0,-0.3333,6.2129,-0.7989,2.071,-0.2663,2.791,0.72,0.351,0.6173,-1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
87,2026-07-03,16 avos de final,,0.0,Colômbia,Gana,1.198,0.638,1-0,1,0,Colômbia,0.5123,0.2946,0.1931,0.7067,0.2933,0.66,Colômbia,alta,0.033,76,12000,9.0546,8.57,0.52,1.44,0.77,1.2,1.3,-3.0909,8.9606,1.2,2.8,2.8,0.7745,0.0399,0.006,0.293,-0.1859,-0.1919,0.6046,0.3116,-4.2686,2.9457,0.6667,-0.3333,1.697,-0.7263,0.5657,-0.2421,1.3083,0.7426,0.3467,0.5888,0.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
88,2026-07-03,16 avos de final,,0.0,Austrália,Egito,1.097,0.943,1-0,1,0,Austrália,0.4087,0.2914,0.3,0.5643,0.4357,0.5342,Austrália,média,0.033,76,12000,3.7966,4.21,0.08,0.22,0.34,0.78,-0.23,15.1818,3.6289,1.2,-1.0,0.0,-0.3868,-0.0259,-0.7278,0.3022,-0.4373,0.2905,0.3565,0.0543,3.0782,-0.8395,-1.0,-0.3333,-2.9036,-1.198,-0.9679,-0.3993,0.7572,1.7251,0.5533,0.9526,1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Tabela base,Não,Não,,
89,2026-07-04,Oitavas de final,,0.0,Canadá,Marrocos,1.074,1.092,1-2,1,2,Marrocos,0.3655,0.2835,0.351,0.4941,0.5059,0.4538,Marrocos,baixa,0.033,76,12000,2.5014,2.76,0.45,0.69,0.78,-0.63,0.65,0.0909,2.1022,1.0,0.0,3.0,-0.2513,0.0895,-0.2542,0.3294,0.1281,0.3823,0.3472,0.0178,-5.0593,-3.1771,0.5,-0.25,2.0984,-0.9673,0.5246,-0.2418,2.4006,1.876,0.6842,0.9261,1.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
90,2026-07-04,Oitavas de final,,0.0,Paraguai,França,0.775,1.299,0-1,0,1,França,0.2213,0.2773,0.5013,0.3156,0.6844,0.34,França,alta,0.033,76,12000,-7.4442,-5.76,-0.94,-0.08,-0.24,-1.17,-0.27,-10.2727,-6.3889,0.0,-1.0,0.0,-0.7847,-0.0503,-0.8428,-0.002,-0.1398,0.703,0.2869,0.2889,4.4274,-2.9784,-2.5833,0.5833,-7.199,2.4338,-2.6878,0.4596,0.8644,3.5522,1.055,0.5954,1.0,0.0,1.0,0.0,0-1,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
91,2026-07-05,Oitavas de final,,0.0,Brasil,Costa do Marfim,1.387,0.764,1-0,1,0,Brasil,0.5289,0.2639,0.2072,0.703,0.297,0.66,Brasil,alta,0.033,76,12000,5.7876,4.69,0.21,0.41,-0.01,1.1,0.55,3.6364,5.4394,0.0,3.0,0.4,0.4851,0.0742,0.5886,0.1306,0.8039,0.2153,0.3428,0.2122,1.2941,5.1652,0.9167,-0.1667,5.5865,0.0802,1.049,-0.127,2.4394,1.3904,0.4612,0.5882,1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
92,2026-07-05,Oitavas de final,,0.0,México,Inglaterra,1.047,0.916,1-0,1,0,México,0.3692,0.3348,0.296,0.5354,0.4646,0.4964,México,baixa,0.033,76,12000,-1.6894,-2.4,-0.05,1.12,-0.51,-0.57,0.85,-13.9091,-4.1511,0.0,-3.0,0.0,0.2931,0.0071,0.278,0.0831,0.395,0.1169,0.4648,0.3818,-3.0144,1.657,0.0,-0.6667,-0.5453,-1.7656,-0.1818,-0.5885,2.0525,2.2342,0.0,0.5885,1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
93,2026-07-06,Oitavas de final,,0.0,Portugal,Espanha,1.068,1.054,1-2,1,2,Espanha,0.3656,0.289,0.3454,0.4868,0.5132,0.4194,Espanha,baixa,0.033,76,12000,1.2749,1.71,0.94,0.17,-0.09,-1.04,0.97,0.0,1.1044,0.0,-1.0,-1.2,-0.5071,0.0016,0.0809,-0.2278,0.1034,0.0224,0.3815,0.6093,0.5401,-2.4798,0.3333,0.3333,0.6004,0.9626,0.2001,0.3209,1.9414,1.7413,0.3209,0.0,0.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
94,2026-07-06,Oitavas de final,,0.0,Estados Unidos,Bélgica,1.25,1.019,2-1,2,1,Estados Unidos,0.3971,0.2812,0.3217,0.5249,0.4751,0.4544,Estados Unidos,baixa,0.033,76,12000,0.3053,0.06,0.36,0.75,-0.07,-0.3,-0.23,-1.2727,-1.7339,3.0,-1.2,3.0,-0.3336,-0.0203,0.0545,-0.3083,0.3681,0.3136,-0.2016,0.1067,3.2598,1.2798,0.6667,0.6667,2.302,1.6755,0.7673,0.5585,2.7616,1.9943,1.2297,0.6712,0.0,0.0,1.0,0.0,2-1,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
95,2026-07-07,Oitavas de final,,0.0,Argentina,Austrália,1.389,0.637,1-0,1,0,Argentina,0.5637,0.2648,0.1715,0.7385,0.2615,0.66,Argentina,alta,0.033,76,12000,10.6077,9.47,0.55,1.0,1.76,0.27,1.12,4.3636,11.9733,-1.2,4.0,0.0,0.8791,0.0289,0.809,-0.2248,0.4564,-0.3526,0.1657,0.3906,-3.1073,5.4229,2.0,-0.3333,6.1013,-0.6069,2.0338,-0.2023,2.791,0.7572,0.351,0.5533,0.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
96,2026-07-07,Oitavas de final,,0.0,Suíça,Colômbia,1.093,0.89,1-0,1,0,Suíça,0.3939,0.2921,0.314,0.5451,0.4549,0.5178,Suíça,baixa,0.033,76,12000,2.9441,2.91,-0.4,0.78,0.26,-0.7,0.21,3.6364,5.4756,-1.2,-1.8,-1.8,0.3426,0.0138,0.5936,-0.3895,0.425,-0.1686,0.1581,0.5476,-0.1647,0.1961,1.0,0.6667,3.2845,1.7993,1.0948,0.5998,2.4031,1.3083,0.9465,0.3467,1.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
97,2026-07-09,Quartas de final,,0.0,Marrocos,França,1.036,1.171,1-2,1,2,França,0.3113,0.281,0.4076,0.453,0.547,0.5041,França,baixa,0.033,76,12000,-1.9367,-1.21,-0.66,-0.22,-0.32,0.46,-0.22,-1.9091,-2.0161,0.0,0.0,0.0,-0.204,-0.0068,-0.0892,-0.293,0.4237,0.513,0.0241,0.3171,4.2525,0.4588,-1.5833,0.3333,-3.1528,1.9181,-1.6763,0.3307,1.876,3.5522,0.9261,0.5954,0.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
98,2026-07-10,Quartas de final,,0.0,Espanha,Estados Unidos,1.139,1.153,2-1,2,1,Espanha,0.3721,0.2703,0.3576,0.5289,0.4711,0.5799,Espanha,baixa,0.033,76,12000,-0.4651,-1.05,-0.38,-1.04,0.53,0.84,-0.6,1.9091,-0.4394,0.0,2.2,0.0,0.4602,0.0229,-0.2378,0.6397,0.1547,0.3925,0.4851,-0.1545,-0.3893,1.2449,-1.0,-1.3333,-3.061,-3.6891,-1.0203,-1.2297,1.7413,2.7616,0.0,1.2297,0.0,0.0,1.0,0.0,2-1,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
99,2026-07-11,Quartas de final,,0.0,Brasil,México,1.066,0.885,1-0,1,0,Brasil,0.3846,0.2961,0.3193,0.5462,0.4538,0.5458,Brasil,baixa,0.033,76,12000,2.6556,2.54,-1.1,0.43,0.64,0.47,-0.62,13.0,2.9044,0.0,3.0,0.4,0.0223,0.0283,0.2753,-0.1237,0.5769,0.3015,0.3664,0.4901,3.4045,1.8314,0.25,0.5,3.6003,1.8448,0.387,0.4612,2.4394,2.0525,0.4612,0.0,0.0,0.0,1.0,0.0,1-0,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
100,2026-07-11,Quartas de final,,0.0,Suíça,Argentina,1.016,1.151,1-2,1,2,Argentina,0.3144,0.2801,0.4055,0.4413,0.5587,0.4531,Argentina,média,0.033,76,12000,-1.2681,-0.97,-0.31,0.25,-0.54,-0.57,-0.19,-1.1818,0.1217,0.0,-3.0,0.0,-0.0436,0.0211,0.0118,0.0342,0.319,0.3071,0.2434,0.2092,0.8755,-2.2597,-0.3333,0.6667,-1.1637,1.7864,-0.3879,0.5955,2.4031,2.791,0.9465,0.351,0.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
101,2026-07-14,Semifinais,,0.0,França,Espanha,1.153,1.134,1-2,1,2,Espanha,0.3561,0.2706,0.3734,0.4748,0.5252,0.439,Espanha,baixa,0.033,76,12000,-3.1241,-3.74,0.47,-0.52,-1.28,-0.8,0.16,-0.2727,-3.8278,0.0,-4.0,-3.0,0.057,-0.0245,0.2607,-0.1486,0.5063,0.2455,0.252,0.4006,-0.6582,2.336,1.6667,0.6667,5.4328,1.7861,1.8109,0.5954,3.5522,1.7413,0.5954,0.0,1.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
102,2026-07-15,Semifinais,,0.0,Brasil,Argentina,1.096,1.072,1-2,1,2,Argentina,0.3532,0.2847,0.3621,0.4981,0.5019,0.5092,Argentina,baixa,0.033,76,12000,-2.4149,-2.84,-0.4,-0.12,-0.78,0.4,-0.65,0.0,-4.0756,1.2,0.0,2.2,0.0573,0.0423,0.08,0.2388,0.4411,0.3611,0.4043,0.1655,2.187,1.5643,-0.4167,0.1667,1.3848,0.7919,-0.3516,0.1102,2.4394,2.791,0.4612,0.351,0.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
103,2026-07-18,Disputa de 3º lugar,,0.0,França,Brasil,1.035,1.237,1-2,1,2,Brasil,0.3194,0.27,0.4105,0.4339,0.5661,0.4238,Brasil,média,0.033,76,12000,-2.9444,-3.01,-0.04,-0.24,-0.29,-0.63,-0.33,-0.0909,-2.8206,0.0,-3.0,-2.2,-0.0161,-0.028,0.0428,-0.1135,0.3729,0.3302,0.1096,0.2231,-2.4368,-1.5222,1.0833,0.1667,0.899,-0.0587,1.1128,0.1342,3.5522,2.4394,0.5954,0.4612,1.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
104,2026-07-19,Final,,0.0,Espanha,Argentina,1.01,1.199,1-2,1,2,Argentina,0.3239,0.2839,0.3922,0.4635,0.5365,0.4917,Argentina,baixa,0.033,76,12000,-2.2387,-2.11,-0.12,-0.63,0.21,0.57,-1.14,0.1818,-3.0683,1.2,1.0,3.0,-0.0165,0.0234,-0.103,0.1907,0.3097,0.4128,0.3333,0.1427,0.1241,-2.294,-1.0,-0.3333,-3.1491,-1.0529,-1.0497,-0.351,1.7413,2.791,0.0,0.351,1.0,0.0,1.0,0.0,1-2,Não,,,,Classificação modelada,Projetado,Modelo diário recalibrado,Sim,Derivado do chaveamento,Não,Não,,
